municipio,poblacion_total,hombres,mujeres,densidad,superficie_km2,poblacion_menor_35,poblacion_menor_65,poblacion_65_mas,renta_bruta_media,alquiler_m2_colectiva,alquiler_m2_unifamiliar,num_bancos,longitud_bancos,latitud_bancos,avg_income,population_density,avg_rent_price,normalized_bank_count,perc_over_65,perc_under_35,economic_score,social_score,total_score_alpha_0,total_score_alpha_25,total_score_alpha_50,total_score_alpha_75,total_score_alpha_100,PC1_economic,PC2_social
Aigües,1049.0,544.0,505.0,56.78568232678001,18.47296637140686,288.0,731.0,205.0,60.883,0.0,4.7826087,1.0,-0.3634258,38.500265,60.883,56.78568232678001,2.39130435,0.0125,0.1954242135367016,0.27454718779790277,5.591479994889489,0.052982503650941794,0.052982503650941794,1.4376068764605785,2.822231249270215,4.206855622079852,5.591479994889489,-0.0843192259014365,2.3437756814113513
Aínsa-Sobrarbe,2312.0,1159.0,1153.0,8.118880324628375,284.7683310451835,762.0,1781.0,370.0,29.123,5.11856137,3.42105263,0.0,0.0,0.0,29.123,8.118880324628375,4.269807,0.0,0.16003460207612458,0.3295847750865052,0.23125486515112845,0.05274496833131787,0.05274496833131787,0.09737244253627052,0.14199991674122317,0.1866273909461758,0.23125486515112845,-0.07694528024516481,-0.010100281929000806
Ainzón,1067.0,548.0,519.0,26.37104552242164,40.461042740713374,341.0,819.0,266.0,23.836,0.0,3.125,1.0,-1.5198464,41.816236,23.836,26.37104552242164,1.5625,0.0125,0.2492970946579194,0.31958762886597936,1.6010658053597207,0.0786763640228408,0.0786763640228408,0.45927372435706076,0.8398710846912807,1.2204684450255008,1.6010658053597207,-0.03265519570075873,-0.4132865267345707
Aitona,2493.0,1311.0,1182.0,37.24718194933045,66.93123800322331,907.0,1950.0,595.0,21.467,3.900212025,1.348039215,1.0,0.4591083,41.4939531,21.467,37.24718194933045,2.62412562,0.0125,0.23866827115924588,0.3638186923385479,1.2240260133925138,0.08574657858691057,0.08574657858691057,0.3703164372883114,0.6548862959897122,0.939456154691113,1.2240260133925138,-0.028380674734823277,-0.5730309584825583
Ajalvir,4676.0,2437.0,2239.0,236.17491335819136,19.798885213977872,1827.0,4093.0,466.0,32.885,8.890980405,6.388557255,1.0,-3.4807818,40.5342302,32.885,236.17491335819136,7.63976883,0.0125,0.09965782720273739,0.3907185628742515,3.7709024361021197,0.03845143598602624,0.03845143598602624,0.9715641860150496,1.904676936044073,2.8377896860730965,3.7709024361021197,-0.09085618561541059,0.38022942284176436
Ajofrín,2236.0,1128.0,1108.0,63.69574329184002,35.10438664252861,802.0,1768.0,476.0,22.463,0.0,1.43072289,1.0,-3.98115,39.7111302,22.463,63.69574329184002,0.715361445,0.0125,0.21288014311270126,0.35867620751341683,6.221761133499053,0.07540060435674491,0.07540060435674491,1.6119907366423218,3.148580868927899,4.685171001213476,6.221761133499053,-0.040742228884569354,-0.4890780117655271
Alaejos,1380.0,740.0,640.0,13.465170487699355,102.48663403561446,357.0,972.0,410.0,21.177,0.0,0.0,1.0,-5.2160343,41.3074062,21.177,13.465170487699355,2.637703983157895,0.0125,0.2971014492753623,0.25869565217391305,0.4510917685175321,0.07589811751732829,0.07589811751732829,0.16969653026737924,0.2634949430174302,0.3572933557674811,0.4510917685175321,-0.022283195477402748,-0.6139837833716385
Alagón,7121.0,3568.0,3553.0,294.3652896512373,24.19103151882116,2565.0,5838.0,1256.0,26.847,4.93029981,3.4708147,1.0,-1.1188807,41.7711121,26.847,294.3652896512373,4.200557255,0.0125,0.17637972194916443,0.3602022187894959,6.097129137465156,0.06273821260561883,0.06273821260561883,1.5713359438205032,3.0799336750353876,4.588531406250272,6.097129137465156,-0.06336902925713019,-0.021584652627565447
Alaior,9477.0,4776.0,4701.0,86.31382320164798,109.7970133689902,3360.0,7495.0,1517.0,29.822,6.198998926,4.650833308,1.0,4.1397673,39.9337077,29.822,86.31382320164798,5.424916117,0.0125,0.16007175266434526,0.354542576764799,1.8849927516960698,0.05604284851116362,0.05604284851116362,0.5132803243073901,0.9705178001036168,1.4277552758998433,1.8849927516960698,-0.06927325988543814,0.11889496496076965
Alameda,5453.0,2765.0,2688.0,83.7487709455757,65.11140328905415,2154.0,4528.0,838.0,18.43,0.0,0.0,1.0,-4.6581597,37.207778,18.43,83.7487709455757,2.637703983157895,0.0125,0.1536768751146158,0.3950119200440125,2.1926100790234133,0.05994539503657096,0.05994539503657096,0.5931115660332815,1.1262777370299921,1.6594439080267027,2.1926100790234133,-0.0571678066666856,-0.7551735297658083
Alameda de la Sagra,3757.0,1960.0,1797.0,113.87256845817436,32.993020627087674,1450.0,2982.0,580.0,23.409,4.3988769649999995,1.576541275,1.0,-3.7968786,40.013303,23.409,113.87256845817436,2.98770912,0.0125,0.1543784934788395,0.38594623369709874,3.259910697388082,0.05883702564546535,0.05883702564546535,0.8591054435811195,1.6593738615167737,2.4596422794524275,3.259910697388082,-0.06151342409368746,-0.38483251588048567
Alange,1850.0,948.0,902.0,11.542446934973876,160.2779731561475,684.0,1476.0,404.0,18.853,0.0,0.0,1.0,-6.2472718,38.7851386,18.853,11.542446934973876,2.637703983157895,0.0125,0.21837837837837837,0.36972972972972973,0.3453176541029309,0.0797317165814463,0.0797317165814463,0.14612820096181744,0.2125246853421886,0.27892116972255976,0.3453176541029309,-0.03340371107837006,-0.7834250832661032
Alanís,1716.0,854.0,862.0,6.104384249042901,281.1094338088317,625.0,1386.0,360.0,17.99,0.0,0.0,1.0,-5.7132497,38.0365938,17.99,6.104384249042901,2.637703983157895,0.0125,0.2097902097902098,0.36421911421911424,0.17581655189834727,0.07545448432686196,0.07545448432686196,0.10054500121973328,0.12563551811260462,0.15072603500547596,0.17581655189834727,-0.03721396786675006,-0.8509643247795222
Alaquàs,29649.0,14501.0,15148.0,7599.537167950102,3.901421803032976,10776.0,24024.0,5317.0,25.623,5.308961363333333,0.2368847552380952,1.0,-0.46098,39.4572928,25.623,7599.537167950102,2.772923059285714,0.0125,0.1793315120240143,0.3634523929980775,23.074844392755413,0.06436373634527787,0.06436373634527787,5.816983900447812,11.569604064550346,17.32222422865288,23.074844392755413,-0.2059581554196941,3.4542559905837957
Alaró,5741.0,2777.0,2964.0,125.56552406087349,45.72114872245342,2054.0,4642.0,852.0,37.789,6.64161641,6.254087076666667,1.0,2.7907216,39.7061528,37.789,125.56552406087349,6.4478517433333336,0.0125,0.14840620101027696,0.3577773906984846,2.8740890351001447,0.05243267856892005,0.05243267856892005,0.7578467677017262,1.4632608568345324,2.1686749459673385,2.8740890351001447,-0.07787275781832692,0.699873005993675
Alba de Tormes,5159.0,2586.0,2573.0,111.0216838696405,46.468399867341205,1759.0,4121.0,1045.0,24.241,2.9213527366666665,0.0,1.0,-5.514271,40.8266317,24.241,111.0216838696405,1.4606763683333333,0.0125,0.2025586353944563,0.34095754991277377,5.9427997565691015,0.06820059733729657,0.06820059733729657,1.536850387145248,3.0055001769531993,4.47414996676115,5.9427997565691015,-0.05066667927261292,-0.3142221142858914
