municipio,poblacion_total,hombres,mujeres,densidad,superficie_km2,poblacion_menor_35,poblacion_menor_65,poblacion_65_mas,renta_bruta_media,alquiler_m2_colectiva,alquiler_m2_unifamiliar,num_bancos,longitud_bancos,latitud_bancos,avg_income,population_density,avg_rent_price,normalized_bank_count,perc_over_65,perc_under_35,economic_score,social_score,total_score_alpha_0,total_score_alpha_25,total_score_alpha_50,total_score_alpha_75,total_score_alpha_100,PC1_economic,PC2_social,economic_score_normalized,social_score_normalized,total_score_alpha_50_normalized,economic_category,social_category
Arenas de San Pedro,6434.0,3118.0,3316.0,33.241667992671495,193.55226101826324,1911.0,4847.0,1607.0,22.742,3.2356411520000004,1.23720128,1.0,-5.0868775,40.2107266,22.742,33.241667992671495,2.236421216,0.0125,0.002497668635374572,0.002970158532794529,1.354902196587339,0.0732574091183291,0.0732574091183291,0.39366860598558157,0.714079802852834,1.0344909997200864,1.354902196587339,-0.0372223041507639,-0.4520738253628868,4.994613735994534,73.86648141664311,4.97982197637923,Very Low,High
Arenys de Mar,15942.0,7749.0,8193.0,2377.953879010876,6.704082926381722,5249.0,12179.0,3354.0,34.977,7.82312882888889,4.633183186666667,1.0,2.5491562,41.5797031,34.977,2377.953879010876,6.228156007777779,0.0125,0.002103876552502822,0.0032925605319282392,20.352061021403443,0.0684055163955979,0.0684055163955979,5.139319392647559,10.21023326889952,15.281147145151483,20.352061021403443,-0.1016738865588066,1.615328528058087,77.81302610840665,68.97424938233411,77.78234858312341,High,High
Arenys de Munt,9191.0,4649.0,4542.0,427.9135085957231,21.47863952732401,3272.0,7314.0,1524.0,35.589,7.5642281125,5.9070404275,1.0,2.5400513,41.6095429,35.589,427.9135085957231,6.73563427,0.0125,0.001658143836361658,0.00356000435208356,7.404365751769055,0.0582921178290518,0.0582921178290518,1.8948105263140527,3.7313289347990537,5.567847343284054,7.404365751769055,-0.0764789021890023,0.7030636374748023,28.182940782966238,58.77676661211733,28.11164698248223,Low,Medium
Ares,5997.0,2951.0,3046.0,329.4259696023943,18.2043935614371,1594.0,4212.0,1459.0,29.846,3.4361514325,1.52615798,3.0,-4.920378800000001,43.0326712,29.846,329.4259696023943,2.48115470625,0.0375,0.002432883108220777,0.002657995664498916,11.012115069247152,0.0622409552561284,0.0622409552561284,2.799709483753884,5.53717801225164,8.274646540749396,11.012115069247152,-0.041170895929445,0.1851282046819233,42.0118812029004,62.758435223320205,41.95623953030447,Medium,High
Argamasilla de Alba,6844.0,3435.0,3409.0,17.24561319080724,396.8545463867987,2661.0,5681.0,1220.0,21.79,2.163519606,0.8814216739999999,1.0,-3.0903226,39.1286071,21.79,17.24561319080724,1.52247064,0.0125,0.001782583284628872,0.0038880771478667447,1.0044878758366316,0.0684418606647057,0.0684418606647057,0.30245336445768717,0.5364648682506686,0.77047637204365,1.0044878758366316,-0.0493071556579251,-0.5269715863606438,3.6514331717360937,69.01089582275513,3.6181321039100087,Very Low,High
Argamasilla de Calatrava,5853.0,2921.0,2932.0,35.003691333023845,167.21093624997349,2116.0,4708.0,1213.0,28.591,1.70372434,1.5116462675,1.0,-4.0792825,38.7268428,28.591,35.003691333023845,1.6076853037499998,0.0125,0.00207244148300017,0.003615240047838715,2.430062980041538,0.0739871877806767,0.0739871877806767,0.6630061358458921,1.2520250839111073,1.8410440319763228,2.430062980041538,-0.0463836236316318,-0.0221923589197681,9.11583533645517,74.60232756038934,9.103994545540708,Very Low,High
Arganda del Rey,56386.0,28161.0,28225.0,701.990353000214,80.32304113441685,22554.0,48134.0,6420.0,29.48,6.982030869230769,2.7762105561538464,1.0,-3.4381627,40.3007913,29.48,701.990353000214,4.879120712692307,0.0125,0.0011385804987053521,0.003999929060405066,10.906784307682454,0.0449731320907725,0.0449731320907725,2.760425925988693,5.475878719886613,8.191331513784533,10.906784307682454,-0.1028978463640792,0.7228141790245067,41.60813562695148,45.34704497213938,41.4862867879298,Medium,Medium
Argentona,12629.0,6280.0,6349.0,498.3088472974312,25.34372020182493,4646.0,10166.0,2129.0,38.682,7.638208448888889,6.111636163333333,1.0,2.4002787,41.5554326,38.682,498.3088472974312,6.874922306111111,0.0125,0.001685802518014094,0.003678834428695858,8.88440544012199,0.0612426598896176,0.0612426598896176,2.2670333549477104,4.472824050005803,6.678614745063897,8.88440544012199,-0.0772327273260274,0.9901405462409868,33.85611230023724,61.751839890149455,33.796340058118005,Low,High
Argoños,1834.0,946.0,888.0,329.9041306467266,5.559190775831522,592.0,1439.0,284.0,30.327,4.92890584,5.89041096,1.0,-3.49159,43.45717,30.327,329.9041306467266,5.4096584,0.0125,0.001548527808069792,0.003227917121046892,6.151596268854593,0.0493603793128462,0.0493603793128462,1.574919351698283,3.1004783240837197,4.626037296469157,6.151596268854593,-0.0800616199568139,0.2136397587078608,23.38092350997953,49.77076837841042,23.275213100521828,Low,Medium
Argés,6621.0,3307.0,3314.0,278.6254999605071,23.763079836333976,2746.0,5727.0,614.0,30.217,1.3986697966666668,4.2099579,2.0,-3.8659829,41.35069085,30.217,278.6254999605071,2.8043138483333334,0.025,0.0009273523636912851,0.004147409756834315,9.045210634948756,0.0374995748516668,0.0374995748516668,2.289427339875939,4.541355104900211,6.793282869924483,9.045210634948756,-0.0822809833274446,0.2050204049564188,34.47249810279342,37.81135153767832,34.32173531054071,Low,Low
Ariany,897.0,458.0,439.0,38.76904446036496,23.137015948820626,263.0,620.0,240.0,30.415,0.0,3.80978227,1.0,3.1115282,39.6507976,30.415,38.76904446036496,1.904891135,0.0125,0.002675585284280936,0.002931995540691193,2.428568077647418,0.0774674407072255,0.0774674407072255,0.6652425999422736,1.2530177591773217,1.8407929184123701,2.428568077647418,-0.0338841250358455,0.0784672930934084,9.110105194385225,78.11151579429064,9.111604918281504,Very Low,High
Ariza,1068.0,549.0,519.0,10.36052822345352,103.08354718655444,359.0,801.0,338.0,20.966,0.0,0.0,1.0,-2.0555644,41.3103593,20.966,10.36052822345352,2.637703983157895,0.0125,0.003164794007490636,0.003361423220973782,0.345359158844838,0.09917544157155862,0.09917544157155862,0.16072137088987848,0.2222673002081983,0.28381322952651816,0.345359158844838,-0.0005878991572577,-0.6326124939653682,1.1249129082054787,100.0,1.2093276454549982,Very Low,Very High
Arjona,5450.0,2691.0,2759.0,34.39619496168642,158.44775871490148,2182.0,4491.0,1104.0,19.436,0.0,0.0,1.0,-4.0544689,37.9355989,19.436,34.39619496168642,2.637703983157895,0.0125,0.0020256880733944952,0.0040036697247706424,1.0229532522268336,0.0800880868613753,0.0800880868613753,0.3158043782027399,0.5515206695441045,0.7872369608854691,1.0229532522268336,-0.0360691191762097,-0.703222299307763,3.7222131975806456,80.75395036541268,3.7335578263533438,Very Low,Very High
Arjonilla,3545.0,1794.0,1751.0,83.29924532911288,42.55740836539165,1372.0,2916.0,694.0,18.05,0.0,0.0,1.0,-4.1068464,37.9740992,18.05,83.29924532911288,2.637703983157895,0.0125,0.001957686882933709,0.003870239774330042,2.137269859593454,0.0748200866951406,0.0748200866951406,0.590432529919719,1.1060449731442974,1.6216574163688757,2.137269859593454,-0.0408396916924937,-0.7971665782136292,7.993523817074573,75.44215131238437,7.9848339363366385,Very Low,High
Armilla,24388.0,12006.0,12382.0,5658.102427946105,4.310278986740235,10085.0,21181.0,2787.0,28.575,5.929066677142857,4.129727987857143,1.0,-3.6277259,37.1431197,28.575,5658.102427946105,5.0293973325,0.0125,0.001142775135312448,0.00413523044120059,22.231878352612465,0.0466656804540377,0.0466656804540377,5.592968848493645,11.139272016533251,16.68557518457286,22.231878352612465,-0.186834958953269,2.7301849626897576,85.01859378676767,47.05366541813352,84.9048501712805,Very High,Medium
Arnedo,14954.0,7476.0,7478.0,175.1064735390563,85.39946980694927,5475.0,11982.0,2833.0,26.3,4.318417067,0.6310163049999999,2.0,-2.99786185,42.5962402,26.3,175.1064735390563,2.4747166860000003,0.025,0.0018944763942757789,0.003661227765146449,6.152195180652278,0.0676270683575858,0.0676270683575858,1.5887690964312589,3.109911124504932,4.6310531525786045,6.152195180652278,-0.0494311262118512,-0.0719730180954775,23.383219211492616,68.18932921895836,23.34752992923535,Low,High
Arnuero,2144.0,1067.0,1077.0,87.01114231708773,24.64052238490092,631.0,1624.0,484.0,30.33,2.46026678,1.968503935,1.0,-3.5675443,43.4713844,30.33,87.01114231708773,2.2143853575,0.0125,0.0022574626865671642,0.0029430970149253734,4.346310353212791,0.0656088254796447,0.0656088254796447,1.1357842074129314,2.205959589346218,3.2761349712795047,4.346310353212791,-0.0517919422032492,0.1034024314398835,16.461043781249366,66.15430638875006,16.417360158401113,Very Low,High
Aroche,3046.0,1519.0,1527.0,6.1148734047343885,498.12969106468506,1132.0,2476.0,633.0,17.499,0.0,0.0,1.0,-6.9539589,37.9436167,17.499,6.1148734047343885,2.637703983157895,0.0125,0.002078135259356533,0.003716349310571241,0.1713089218082533,0.0762653808165364,0.0762653808165364,0.10002626606446563,0.12378715131239484,0.1475480365603241,0.1713089218082533,-0.0367506228211624,-0.8775736853278375,0.4577572534614708,76.89946181031945,0.45432682476927133,Very Low,High
Arquillos,1708.0,863.0,845.0,25.886807219070764,65.97955420094138,686.0,1437.0,330.0,16.057,0.0,0.0,1.0,-3.4270554,38.1809503,16.057,25.886807219070764,2.637703983157895,0.0125,0.0019320843091334891,0.0040163934426229505,0.6446116138747497,0.0766301061542596,0.0766301061542596,0.21862548308438212,0.36062086001450466,0.5026162369446272,0.6446116138747497,-0.0366207117407704,-0.9848420970688389,2.271983839957599,77.26721952527757,2.270019088042819,Very Low,High
Arriate,4112.0,2036.0,2076.0,496.9717743099519,8.274111755561037,1580.0,3379.0,768.0,21.843,0.0,2.059408646666667,1.0,-5.1407457,36.7991421,21.843,496.9717743099519,1.0297043233333334,0.0125,0.0018677042801556422,0.003842412451361868,14.854825118965332,0.0708678405426274,0.0708678405426274,3.7668571601483034,7.4628464797539795,11.158835799359656,14.854825118965332,-0.0552025649171973,-0.3195592204715954,56.74145458849846,71.45704563512705,56.71943078899323,Medium,High
Arroyo de San Serván,4081.0,2066.0,2015.0,81.38312865621577,50.14552853134022,1761.0,3422.0,704.0,19.401,0.0,0.0,1.0,-6.4545275,38.8548255,19.401,81.38312865621577,2.637703983157895,0.0125,0.001725067385444744,0.00431511884342073,2.2506601415217515,0.0735082239633935,0.0735082239633935,0.617796203352983,1.1620841827425725,1.706372162132162,2.2506601415217515,-0.0433214375574196,-0.6939583383867487,8.428162511450953,74.11938157124786,8.414460106805194,Very Low,High
Arroyo de la Encomienda,20716.0,10377.0,10339.0,1739.5360563843467,11.90892245318475,8532.0,18531.0,1101.0,33.732,5.980347717272728,2.9611709700000004,1.0,-4.7813957,41.6221279,33.732,1739.5360563843467,4.470759343636365,0.0125,0.000531473257385595,0.0041185557057346976,20.240357180909434,0.0216154093894271,0.0216154093894271,5.076300852269429,10.13098629514943,15.185671738029432,20.240357180909434,-0.1390705850995442,1.2599641665980523,77.38485174845712,21.795122912390372,77.17479943855943,High,Low
Arroyo de la Luz,5663.0,2802.0,2861.0,44.223291278009455,128.05469327010476,1875.0,4488.0,1363.0,20.169,0.0,0.0,1.0,-6.5845773,39.4840338,20.169,44.223291278009455,2.637703983157895,0.0125,0.002406851492141974,0.003310965919124139,1.3441631158440328,0.0786939072208921,0.0786939072208921,0.39506120937667727,0.7114285115324624,1.0277958136882477,1.3441631158440328,-0.0334570837454998,-0.6429840386506592,4.9534495378490115,79.34817932130068,4.9594957771888195,Very Low,High
Arroyo del Ojanco,2243.0,1134.0,1109.0,39.13817489257711,57.30977507654308,837.0,1854.0,469.0,16.409,0.0,0.0,1.0,-2.8934526,38.3217918,16.409,39.13817489257711,2.637703983157895,0.0125,0.002090949621043245,0.003731609451627284,0.9754684069668016,0.0770507477665194,0.0770507477665194,0.30165516256659,0.5262595773666605,0.7508639921667309,0.9754684069668016,-0.0357725894199783,-0.9487665952725348,3.5401980301826517,77.69135841046348,3.5398929554201444,Very Low,High
Arroyomolinos,33687.0,16775.0,16912.0,1619.2429465575522,20.804166583907165,14115.0,29010.0,1778.0,39.801,7.232328956,4.871225754666667,2.0,-5.0394305,39.7292608,39.801,1619.2429465575522,6.051777355333334,0.025,0.000527800041559058,0.00419004363701131,20.414611183857563,0.0215621757560511,0.0215621757560511,5.119824427781429,10.218086679806808,15.316348931832186,20.414611183857563,-0.1353932478753027,1.736515333314431,78.05278846263802,21.74144668717529,77.84255697787773,High,Low
Artana,1970.0,999.0,971.0,54.22779384787191,36.328234291192906,650.0,1526.0,432.0,23.496,1.68539326,0.0,1.0,-0.2576603,39.8911264,23.496,54.22779384787191,0.84269663,0.0125,0.002192893401015228,0.003299492385786802,5.081831535390636,0.0714499214099822,0.0714499214099822,1.3240453249051456,2.576640728400309,3.8292361318954726,5.081831535390636,-0.0435401348637536,-0.4190770322822867,19.28038562317287,72.04396600385039,19.259197496550026,Very Low,High
Arteixo,32894.0,16272.0,16622.0,350.52204307790555,93.84288563184349,11141.0,26955.0,4962.0,26.886,3.772976263333333,2.246640046111111,1.0,-8.508275,43.3045943,26.886,350.52204307790555,3.009808154722222,0.0125,0.0015084817899920948,0.003386939867453031,8.834227830463528,0.05045272899928,0.05045272899928,2.2463965043653418,4.442340279731404,6.638284055097466,8.834227830463528,-0.0847970882427167,0.1953161390332206,33.663775440517,50.87220001221427,33.562635379227665,Low,Medium
Artesa de Lleida,1525.0,808.0,717.0,63.39253622432432,24.0564598110344,523.0,1234.0,304.0,28.12,0.0,2.90329928,1.0,0.7034622,41.552805,28.12,63.39253622432432,1.45164964,0.0125,0.001993442622950819,0.003429508196721311,4.419362656191918,0.0675107121741467,0.0675107121741467,1.1554736981785896,2.2434366841830324,3.331399670187475,4.419362656191918,-0.0520684013349644,-0.0756654983257701,16.74106211305062,68.07200563401102,16.70467935598528,Very Low,High
Artesa de Segre,3441.0,1772.0,1669.0,19.51145179607591,176.35796843636436,1235.0,2700.0,747.0,26.561,3.627170355,2.68491624,1.0,1.0471121,41.8962914,26.561,19.51145179607591,3.1560432975,0.0125,0.002170880557977332,0.0035890729439116533,0.6818394365334385,0.0769405556666152,0.0769405556666152,0.22816527588332103,0.3793899961000268,0.5306147163167327,0.6818394365334385,-0.0408081747878491,-0.1973067504872025,2.414682596497245,77.58025015809972,2.4139131957083606,Very Low,High
Artà,7984.0,3992.0,3992.0,57.08110681683886,139.87114905846096,2941.0,6255.0,1416.0,30.812,4.353731342000001,4.106740952,1.0,3.3506343,39.6950088,30.812,57.08110681683886,4.230236147,0.0125,0.001773547094188376,0.003683617234468938,1.6716090414541185,0.0645140528426592,0.0645140528426592,0.466287799995524,0.8680615471483888,1.2698352943012536,1.6716090414541185,-0.0595023418429948,0.1679448979360013,6.208589459593189,65.0504316596463,6.160327333217879,Very Low,High
Artés,5782.0,2908.0,2874.0,323.81969033843274,17.855615864362896,2073.0,4642.0,1006.0,31.002,5.27687185,4.2069638975,2.0,-3.5254388,42.18675315,31.002,323.81969033843274,4.741917873749999,0.025,0.00173988239363542,0.0035852646143203037,6.974998799936266,0.0608199030950548,0.0608199030950548,1.7893646273053576,3.5179093515156605,5.246454075725963,6.974998799936266,-0.0603645675250526,0.2783528573656219,26.537125214124284,61.325568236740416,26.475459767738553,Low,High
Arzúa,5964.0,2981.0,2983.0,38.35868058754857,155.47980036456067,1610.0,4238.0,1815.0,24.774,1.36374715,0.885823712,1.0,-8.1605667,42.9279921,24.774,38.35868058754857,1.124785431,0.0125,0.003043259557344064,0.002699530516431925,3.15139685426103,0.0811267989391749,0.0811267989391749,0.8486943127696387,1.6162618266001025,2.3838293404305664,3.15139685426103,-0.0210392637031023,-0.3023661768320771,11.8807955073671,81.8012984400367,11.896425738400184,Very Low,Very High
Arévalo,7881.0,3838.0,4043.0,172.4016270026658,45.71302566580847,2937.0,6593.0,1476.0,25.677,3.715249096666666,1.4737099933333333,1.0,-4.7198921,41.0632758,25.677,172.4016270026658,2.594479545,0.0125,0.001872858774267225,0.0037266844309097828,5.6447289660329645,0.0689230921491251,0.0689230921491251,1.462874560620085,2.856826029091045,4.250777497562004,5.6447289660329645,-0.0539427919425501,-0.1593027097220709,21.438039702178603,69.4961283327331,21.407245954411337,Low,High
As Neves,3770.0,1850.0,1920.0,57.11692503739248,66.00495382991838,1105.0,2747.0,1145.0,21.906,0.84010578,0.0,4.0,-7.995855175,42.7729449,21.906,57.11692503739248,0.42005289,0.05,0.003037135278514589,0.00293103448275862,8.462597872789813,0.0845685081862251,0.0845685081862251,2.179075849337122,4.273583190488019,6.368090531638916,8.462597872789813,0.005311576787641,-0.557000816829194,32.23927276843974,85.27162253692201,32.268854426376976,Low,Very High
As Pontes de García Rodríguez,10032.0,4900.0,5132.0,40.15461007765703,249.8343273810556,2870.0,7758.0,2479.0,31.627,2.0931452925,0.8095929625,1.0,-7.8531464,43.4501505,31.627,40.15461007765703,1.4513691275,0.0125,0.00247109250398724,0.0028608452950558212,3.3403846360563625,0.0698104569663361,0.0698104569663361,0.8874540017388427,1.7050975465113494,2.5227410912838555,3.3403846360563625,-0.0463425791744721,0.235370412128754,12.605208581712873,70.3908708245734,12.577487274062188,Very Low,High
As Somozas,1076.0,547.0,529.0,15.151151056164151,71.017706576309,262.0,785.0,318.0,23.304,0.0,2.04642296,0.0,0.0,0.0,23.304,15.151151056164151,1.02321148,0.0,0.002955390334572491,0.002434944237918215,1.3682072406264494,0.0719621066596647,0.0719621066596647,0.3960233901513609,0.7200846736430571,1.044145957134753,1.3682072406264494,-0.0336730327591667,-0.4463114207959911,5.0456135824667045,72.56040963300524,5.02585848653446,Very Low,High
Ascó,1611.0,820.0,791.0,21.91600920290777,73.50790853775769,583.0,1310.0,364.0,35.537,3.46031746,0.0,1.0,0.5679989,41.1805311,35.537,21.91600920290777,1.73015873,0.0125,0.002259466170080695,0.003618870266914959,1.8216098722113137,0.0807450600523018,0.0807450600523018,0.5159612630920547,0.9511774661318078,1.3863936691715608,1.8216098722113137,-0.0414805260356333,0.4553320711307477,6.783560825101451,81.41638572291241,6.797537854811675,Very Low,Very High
Aspe,21088.0,10612.0,10476.0,299.06264058732546,70.51365546223204,8037.0,17096.0,3441.0,23.223,2.004251797368421,0.2202505142105263,1.0,-0.7692125,38.3459902,23.223,299.06264058732546,1.1122511557894736,0.0125,0.001631733687405159,0.003811172230652503,12.49560019240702,0.0614108289079302,0.0614108289079302,3.1699581697827024,6.2785055106574745,9.387052851532248,12.49560019240702,-0.0664151232820513,-0.1857537348120224,47.698259489398694,61.9214070890928,47.639647567039816,Medium,High
Astorga,10553.0,4940.0,5613.0,225.5951746605573,46.77848281054156,3231.0,8044.0,2985.0,25.792,3.3963316642857144,0.96841782,1.0,-6.052924,42.455401,25.792,225.5951746605573,2.182374742142857,0.0125,0.002828579550838624,0.003061688619349947,7.865355044394143,0.0855197694698199,0.0855197694698199,2.0304785882009004,3.9754374069319813,5.920396225663062,7.865355044394143,-0.028647938217938,-0.106179336603142,29.949968616927887,86.23079273926331,29.983111423419455,Low,Very High
Astudillo,1021.0,516.0,505.0,8.303809316599926,122.9556172441178,235.0,654.0,350.0,24.704,0.0,2.86458333,1.0,-4.2938662,42.1927215,24.704,8.303809316599926,1.432291665,0.0125,0.0034280117531831538,0.002301665034280117,0.5962638131481941,0.0779150810453541,0.0779150810453541,0.2075022640710641,0.33708944709677413,0.4666766301224841,0.5962638131481941,-0.0106371551041905,-0.3576128269106359,2.086660859659801,78.56287787651098,2.08961485161565,Very Low,High
Atarfe,19198.0,9627.0,9571.0,406.2820703432501,47.25288512924148,8336.0,16451.0,2103.0,23.556,3.807106380833333,2.106571695,1.0,-3.6865662,37.2226964,23.556,406.2820703432501,2.9568390379166667,0.0125,0.001095426606938222,0.004342118970726117,8.611774854411765,0.0469701674288679,0.0469701674288679,2.188171339174592,4.329372510920316,6.470573682666041,8.611774854411765,-0.08059494128839,-0.125029025197897,32.811086220355975,47.36068394006317,32.69656481455327,Low,Medium
Ateca,1729.0,893.0,836.0,20.41043586558272,84.7115667390299,499.0,1308.0,485.0,24.417,3.71495327,2.6735153,1.0,-1.7928985,41.3308277,24.417,20.41043586558272,3.1942342850000003,0.0125,0.00280508964719491,0.002886061307113938,0.6472499957728468,0.0799446493508318,0.0799446493508318,0.22177098595633554,0.3635973225618393,0.5054236591673431,0.6472499957728468,-0.0258371291175195,-0.3681594646349685,2.282097077564507,80.60932029543714,2.292838221555255,Very Low,Very High
Atzeneta del Maestrat,1292.0,655.0,637.0,18.157194784411377,71.15636613147036,350.0,867.0,404.0,24.733,0.0,1.48809524,1.0,-0.1709719,40.2166007,24.733,18.157194784411377,0.74404762,0.0125,0.003126934984520124,0.0027089783281733747,2.3366219445178107,0.0836491411783876,0.0836491411783876,0.6468923420132434,1.210135542848099,1.773378743682955,2.3366219445178107,-0.015948329147905,-0.3488548173551724,8.757664521544491,84.34461178378699,8.782847205337333,Very Low,Very High
Autol,4702.0,2363.0,2339.0,55.13272454262278,85.28510134421003,1783.0,3687.0,782.0,23.05,3.611169823333333,1.18678161,1.0,-2.0057815,42.2130714,23.05,55.13272454262278,2.3989757166666665,0.0125,0.001663122075712463,0.0037920034028073157,2.054858410551115,0.062277325132558,0.062277325132558,0.5604225964871973,1.0585678678418367,1.556713139196476,2.054858410551115,-0.0567640925088577,-0.4318224526739714,7.677630744014941,62.795107483965865,7.620849378341438,Very Low,High
Avilés,76874.0,36292.0,40582.0,2876.654908097359,26.72340007958933,22374.0,59406.0,19309.0,29.817,5.233194347352941,0.2995847267647059,1.0,-5.9222466,43.5554436,29.817,2876.654908097359,2.7663895370588234,0.0125,0.00251177251086193,0.002910476884252153,23.84998579858665,0.0721907513347159,0.0721907513347159,6.0166395131477,11.961088274960684,17.905537036773666,23.84998579858665,-0.1131261452746783,1.910478532610124,91.22099575383967,72.79095529171676,91.20532754182219,Very High,High
Avinyonet de Puigventós,1657.0,825.0,832.0,133.07567007188968,12.451562326192768,649.0,1431.0,173.0,33.975,0.0,5.10187802,1.0,2.9145442,42.2499757,33.975,133.07567007188968,2.55093901,0.0125,0.001044055522027761,0.003916716958358479,6.161882093305572,0.0403815409398652,0.0403815409398652,1.570756679031292,3.1011318171227185,4.631506955214145,6.161882093305572,-0.0866962641575375,0.3909438436838429,23.42035032181853,40.71727869316163,23.28022312321461,Low,Medium
Avinyonet del Penedès,1701.0,906.0,795.0,58.191055226961495,29.23129668925269,543.0,1343.0,326.0,32.169,6.19230769,3.50136698,0.0,0.0,0.0,32.169,58.191055226961495,4.846837335,0.0,0.001916519694297472,0.003192239858906525,1.5418989562233745,0.0611799055851573,0.0611799055851573,0.4313596682447116,0.8015394309042659,1.1717191935638203,1.5418989562233745,-0.0685293425342636,0.2345408703356899,5.711394981077033,61.6885638376652,5.650333665243192,Very Low,High
Avinyó,2286.0,1148.0,1138.0,35.94268596718593,63.60125679218898,801.0,1754.0,496.0,30.176,4.86111111,2.96709604,2.0,1.9710982,41.86312975,30.176,35.94268596718593,3.914103575,0.025,0.002169728783902012,0.003503937007874015,1.1497187359307843,0.0741252815838965,0.0741252815838965,0.34302364517061845,0.6119220087573404,0.8808203723440624,1.1497187359307843,-0.0375662682896376,0.0578855196629604,4.208120661537006,74.74156949471454,4.196626385731338,Very Low,High
Avià,2199.0,1100.0,1099.0,80.9791535174181,27.15513690232646,748.0,1796.0,454.0,32.089,4.28533108,1.92641482,2.0,1.82228475,42.07738485,32.089,80.9791535174181,3.10587295,0.025,0.002064574806730331,0.0034015461573442467,3.2424221048108985,0.0684717783787371,0.0684717783787371,0.8619593599867774,1.6554469415948179,2.448934523202858,3.2424221048108985,-0.0455640930009214,0.2197429911203553,12.22970632566188,69.04106227682612,12.196839520379504,Very Low,High
Avión,1738.0,790.0,948.0,14.348809714690717,121.12502950126844,296.0,872.0,934.0,18.447,0.0,0.0,0.0,0.0,0.0,18.447,14.348809714690717,2.637703983157895,0.0,0.005373993095512083,0.0017031070195627149,0.4128663950046086,0.0915248536404819,0.0915248536404819,0.1718602389815136,0.2521956243225453,0.33253100966357696,0.4128663950046086,0.0540620426094302,-0.8000755648231419,1.3836763267848133,92.28580401574865,1.4387739807970366,Very Low,Very High
Ayamonte,21510.0,10786.0,10724.0,151.939205155784,141.56978100514408,7893.0,17404.0,3479.0,22.824,3.675404167857143,1.481248110714286,1.0,-7.4060169,37.215797,22.824,151.939205155784,2.578326139285714,0.0125,0.001617387261738726,0.003669456066945606,4.565994373315108,0.0586074485643536,0.0586074485643536,1.1854541797520421,2.312300910939731,3.4391476421274194,4.565994373315108,-0.0665430715412122,-0.2808506707057711,17.303119257638112,59.0947190510528,17.23262887982491,Very Low,Medium
Ayerbe,1028.0,508.0,520.0,16.089283176241185,63.89346179934436,301.0,722.0,319.0,25.234,3.67351047,2.87395027,1.0,-0.6892389,42.2764391,25.234,16.089283176241185,3.27373037,0.0125,0.003103112840466926,0.002928015564202335,0.5177453208703363,0.0897238816068373,0.0897238816068373,0.19672924142271203,0.3037346012385868,0.4107399610544616,0.5177453208703363,-0.0132540729999004,-0.3145018461346365,1.7856899617337292,90.4698584498848,1.833898991321592,Very Low,Very High
Ayllón,1153.0,592.0,561.0,8.941268106029835,128.95262577155438,430.0,945.0,258.0,23.92,3.19318339,2.84810127,1.0,-3.3763517,41.4195795,23.92,8.941268106029835,3.0206423300000003,0.0125,0.002237640936686903,0.0037294015611448387,0.2981381288968852,0.0824074833252971,0.0824074833252971,0.1363401447181941,0.19027280611109115,0.24420546750398817,0.2981381288968852,-0.0333645639139525,-0.4143818641387733,0.9439089768750613,83.09263061444214,0.9640409600510335,Very Low,Very High
Ayora,5215.0,2582.0,2633.0,11.675021445426772,446.6801216920051,1746.0,4061.0,1215.0,22.655,2.125071795,0.0,1.0,-1.057216,39.0596612,22.655,11.675021445426772,1.0625358975,0.0125,0.0023298178331735368,0.00334803451581975,1.014939867814889,0.0770280663952441,0.0770280663952441,0.3115060167501553,0.5459839671050666,0.7804619174599778,1.014939867814889,-0.0366291424837326,-0.477330654182019,3.6914969238478923,77.66848846310968,3.691110541979423,Very Low,High
Aznalcázar,4614.0,2344.0,2270.0,10.261977559701425,449.6209403262666,1874.0,3789.0,706.0,21.325,0.0,3.5756435100000004,1.0,-6.2508499,37.3035085,21.325,10.261977559701425,1.7878217550000002,0.0125,0.00153012570437798,0.004061551798872995,0.5096119925895716,0.0613700124702921,0.0613700124702921,0.17343050750011196,0.2854910025299318,0.3975514975597517,0.5096119925895716,-0.0555438090705559,-0.5810357043235997,1.7545139286136997,61.880251297909716,1.694033930680091,Very Low,High
Aznalcóllar,6060.0,3072.0,2988.0,30.42040357792484,199.2084024946191,2569.0,5151.0,941.0,21.363,0.0,0.0,1.0,-6.2716793,37.5193459,21.363,30.42040357792484,2.637703983157895,0.0125,0.0015528052805280528,0.004239273927392739,1.0006304897425162,0.0650048235330958,0.0650048235330958,0.2989112400854509,0.532817656637806,0.7667240731901612,1.0006304897425162,-0.0522624081912892,-0.5581254530295116,3.6366473432934763,65.54528268592836,3.5901706538939324,Very Low,High
Azuaga,7702.0,3817.0,3885.0,15.46977087858678,497.8742129051885,2679.0,6054.0,1837.0,21.391,1.172149474285714,0.87492501,1.0,-5.6768563,38.2592148,21.391,15.46977087858678,1.023537242142857,0.0125,0.002385094780576473,0.003478317320176577,1.296750339968438,0.0819241502947262,0.0819241502947262,0.3856306977131541,0.689337245131582,0.9930437925500101,1.296750339968438,-0.0320480482484901,-0.5508747694794439,4.77171062113691,82.6052790857654,4.790132464382511,Very Low,Very High
