municipio,poblacion_total,hombres,mujeres,densidad,superficie_km2,poblacion_menor_35,poblacion_menor_65,poblacion_65_mas,renta_bruta_media,alquiler_m2_colectiva,alquiler_m2_unifamiliar,num_bancos,longitud_bancos,latitud_bancos,avg_income,population_density,avg_rent_price,normalized_bank_count,perc_over_65,perc_under_35,economic_score,social_score,total_score_alpha_0,total_score_alpha_25,total_score_alpha_50,total_score_alpha_75,total_score_alpha_100,PC1_economic,PC2_social,economic_score_normalized,social_score_normalized,total_score_alpha_50_normalized,economic_category,social_category
A Lama,2410.0,1195.0,1215.0,21.563309712790616,111.7639189947947,570.0,1570.0,860.0,19.648,0.0,0.0,61.0,-7.733063849180327,42.68471823278689,19.648,21.563309712790616,2.637703983157895,0.7625,0.003568464730290456,0.002365145228215767,0.1954377274550939,0.020044851156144,0.020044851156144,0.06389307023088148,0.10774128930561895,0.15158950838035642,0.1954377274550939,0.4126942991158532,-1.4175216022994823,0.5502458900964511,20.211506839302473,0.33131077412800375,Very Low,Low
A Laracha,11521.0,5669.0,5852.0,91.44153580180844,125.99307195551444,3255.0,8357.0,2945.0,25.63,1.5737127027272726,0.4649021818181818,1.0,-8.5816182,43.2484663,25.63,91.44153580180844,1.0193074422727273,0.0125,0.0025562017186008153,0.002825275583716691,7.123893541409632,0.0713169962383481,0.0713169962383481,1.834461132531169,3.59760526882399,5.3607494051168105,7.123893541409632,-0.0414013843619773,-0.173980733829685,27.107856805341378,71.90993567383347,27.086450750670082,Low,High
A Merca,1939.0,968.0,971.0,38.02828716578168,50.98836010012925,354.0,1123.0,788.0,21.877,0.0,1.44230769,1.0,-7.9049545,42.222633,21.877,38.02828716578168,0.721153845,0.0125,0.00406395048994327,0.001825683341928829,4.033840260524656,0.0732674312801402,0.0732674312801402,1.0634106385912692,2.053553845902398,3.043697053213527,4.033840260524656,0.0075970207304509,-0.5462531439291708,15.263308042277316,73.8765869041028,15.24893725624803,Very Low,High
A Mezquita,1006.0,528.0,478.0,9.647647137151983,104.2741287796492,234.0,620.0,419.0,19.833,0.0,0.0,1.0,-7.0451474,42.0114543,19.833,9.647647137151983,2.637703983157895,0.0125,0.004165009940357853,0.002326043737574552,0.3045696090975557,0.0956689534759633,0.0956689534759633,0.1478941173813614,0.2001192812867595,0.2523444451921576,0.3045696090975557,0.022417558612111,-0.7172213364135159,0.9685616200274493,96.46435847420425,1.0395292378597607,Very Low,Very High
A Pastoriza,2918.0,1474.0,1444.0,16.675260945076666,174.9897653542587,748.0,1993.0,1063.0,21.966,0.0,0.0,0.0,0.0,0.0,21.966,16.675260945076666,2.637703983157895,0.0,0.00364290610006854,0.002563399588759424,0.5691945829528682,0.0933822399880489,0.0933822399880489,0.21233532572925373,0.3312884114704585,0.45024149721166334,0.5691945829528682,-0.0032845609737336,-0.5305755437713331,1.9829012193291595,94.15863293199483,2.0451410494554865,Very Low,Very High
A Peroxa,1826.0,906.0,920.0,33.49310226972829,54.51868821510672,346.0,1096.0,775.0,20.565,0.0,0.0,12.0,-8.225431491666667,42.70659789166667,20.565,33.49310226972829,2.637703983157895,0.15,0.004244249726177437,0.0018948521358159909,1.2039932339926678,0.0683589180979618,0.0683589180979618,0.3522674970716383,0.6361760760453148,0.9200846550189914,1.2039932339926678,0.0929188570054189,-0.7748467939032767,4.416161391080896,68.92726365996404,4.3825708721350125,Very Low,High
A Pobra de Trives,2015.0,1000.0,1015.0,23.93237176523878,84.1955832779909,482.0,1359.0,759.0,23.508,1.31313667,0.0,1.0,-7.2547833,42.3405898,23.508,23.93237176523878,0.656568335,0.0125,0.003766749379652605,0.002392059553349876,3.173439171533798,0.0889766022818932,0.0889766022818932,0.8600922445948694,1.6312078869078457,2.402323529220822,3.173439171533798,0.0048153290821704,-0.431305029491724,11.965286381166356,89.71636614059683,12.011010128502027,Very Low,Very High
A Pobra do Brollón,1615.0,794.0,821.0,9.138827850374428,176.7185055284559,266.0,871.0,814.0,21.871,0.0,0.0,1.0,-7.3921684,42.5564957,21.871,9.138827850374428,2.637703983157895,0.0125,0.005040247678018576,0.001647058823529411,0.3184164006090606,0.0819781460571845,0.0819781460571845,0.14108770969515352,0.20019727333312257,0.2593068369710916,0.3184164006090606,0.0446233815647088,-0.5618279899330156,1.0216380502251285,82.65972377651008,1.0401271660683524,Very Low,Very High
A Pobra do Caramiñal,9291.0,4543.0,4748.0,287.01050660088896,32.37163722692521,2894.0,7218.0,2172.0,25.581,2.4021207185714286,0.5,1.0,-8.9402045,42.6046249,25.581,287.01050660088896,1.4510603592857143,0.0125,0.002337746206005812,0.003114842320525239,11.736180459421428,0.0719068943190029,0.0719068943190029,2.9879752855946093,5.904043676870216,8.820112068145821,11.736180459421428,-0.0483351039053716,-0.1027963032512602,44.78731160554706,72.5047382492565,44.76882542679313,Medium,High
A Pontenova,2207.0,1058.0,1149.0,16.246235762527967,135.84685291164232,496.0,1459.0,824.0,23.019,1.12092598,0.0,11.0,-8.301850345454547,43.021062163636365,23.019,16.246235762527967,0.56046299,0.1375,0.003733574988672406,0.002247394653375623,2.8733807962219453,0.0723707920323541,0.0723707920323541,0.7726232930797519,1.4728757941271498,2.1731282951745476,2.8733807962219453,0.070349499227054,-0.5868196561485438,10.815126259290027,72.97249287278039,10.797152703115783,Very Low,High
A Rúa,4245.0,2109.0,2136.0,118.21328033920476,35.9096709592972,1166.0,3042.0,1317.0,26.702,1.7448162320000002,0.0,44.0,-8.025853072727273,43.08004948181818,26.702,118.21328033920476,0.8724081160000001,0.55,0.0031024734982332152,0.002746760895170789,5.797667854003807,0.0383478879746282,0.0383478879746282,1.478177879481923,2.9180078709892174,4.357837862496512,5.797667854003807,0.2768089985045693,-0.6379061499063098,22.024272997101153,38.666717654046266,21.876298259491197,Low,Low
Abadín,2297.0,1144.0,1153.0,11.745771388858964,195.55974009325075,462.0,1389.0,1039.0,18.664,0.0,0.0,2.0,-7.59050455,43.30941155,18.664,11.745771388858964,2.637703983157895,0.025,0.004523291249455812,0.002011319111885067,0.3521832110950496,0.0887033758518663,0.0887033758518663,0.15457333466266213,0.22044329347345792,0.28631325228425375,0.3521832110950496,0.0386254630020928,-0.8050213218187734,1.151070327606409,89.44086806799206,1.1953438467188453,Very Low,Very High
Abanilla,6116.0,3099.0,3017.0,25.95725119164008,235.6181690752274,1979.0,4499.0,1564.0,22.315,0.52868077,0.3823238616666666,1.0,-1.0392384,38.2058263,22.315,25.95725119164008,0.4555023158333333,0.0125,0.002557226945716154,0.003235775016350556,4.388046014903489,0.0817117842381068,0.0817117842381068,1.1582953419044524,2.234878899570798,3.311462457237144,4.388046014903489,-0.0296866029684103,-0.4891712272347365,16.62102163118231,82.39114738818564,16.639070860487116,Very Low,Very High
