Name,Titulares,NUMERODECLARACIONES,NUMEROHABITANTES,POSICIONAMIENTORENTA BRUTA MEDIANIVELNACIONAL,POSICIONAMIENTORENTA BRUTA MEDIANIVELAUTONÓMICO,RENTA BRUTA MEDIA,RENTA BRUTA MEDIANA,RENTA DISPONIBLEMEDIA,RENTA DISPONIBLEMEDIANA
"Cerro de Andévalo, El-21023",1.192,1.011,2.260,2.192,210,21.319,17.237,18.067,15.932
Moguer-21050,14.556,13.562,23.551,2.242,225,20.974,14.987,17.706,14.083
Bonares-21014,3.436,3.110,6.153,2.254,228,20.918,16.117,17.584,14.901
Villanueva de los Castillejos-21076,1.614,1.480,2.936,2.278,236,20.838,16.978,17.658,15.694
Bollullos Par del Condado-21013,8.252,7.461,14.359,2.297,243,20.742,15.612,17.562,14.621
Santa Olalla del Cala-21069,1.171,1.003,2.061,2.388,269,20.231,16.633,17.386,15.459
Alosno-21006,2.017,1.790,3.982,2.406,277,20.158,16.428,17.314,15.149
Puebla de Guzmán-21058,1.735,1.566,3.095,2.418,281,20.095,16.423,17.311,15.366
Lepe-21044,16.900,15.430,29.241,2.428,283,20.059,15.601,17.096,14.544
Galaroza-21034,761,674,1.369,2.431,284,20.058,15.795,17.191,14.769
Cumbres Mayores-21029,1.007,868,1.729,2.433,286,20.043,16.955,17.375,15.701
Niebla-21053,2.485,2.172,4.284,2.446,290,20.003,16.782,17.171,15.554
San Bartolomé de la Torre-21063,2.486,2.348,4.036,2.492,313,19.705,15.404,16.892,14.503
Isla Cristina-21042,11.159,10.000,21.641,2.509,319,19.622,15.651,16.950,14.682
Cala-21016,640,527,1.117,2.512,320,19.608,16.647,16.876,15.435
Chucena-21030,1.248,1.096,2.238,2.522,327,19.558,15.744,17.080,14.730
Rosal de la Frontera-21062,869,785,1.671,2.564,350,19.235,15.122,16.454,14.245
Villarrasa-21077,1.278,1.127,2.128,2.580,360,19.116,15.261,16.525,14.318
Lucena del Puerto-21046,2.684,2.576,3.388,2.663,400,18.488,13.528,15.716,12.727
Paterna del Campo-21056,1.958,1.765,3.412,2.676,409,18.411,14.856,16.120,14.155
Escacena del Campo-21032,1.275,1.136,2.318,2.684,414,18.340,15.583,16.037,14.660
Almonte-21005,16.757,15.691,24.863,2.763,462,17.748,13.932,15.306,13.160
Villalba del Alcor-21074,1.715,1.485,3.302,2.764,463,17.740,15.066,15.521,14.158
Villablanca-21073,1.519,1.420,2.979,2.766,465,17.731,14.840,15.473,14.102
Santa Bárbara de Casa-21068,598,548,1.128,2.781,475,17.584,15.071,15.233,14.211
Aroche-21008,1.646,1.505,2.997,2.784,478,17.499,14.727,15.240,13.965
Manzanilla-21047,1.305,1.134,2.216,2.810,495,17.205,14.065,15.295,13.487
Paymogo-21057,600,549,1.143,2.822,506,17.039,14.480,15.074,13.862
Rociana del Condado-21061,4.851,4.517,7.985,2.869,536,16.061,13.113,14.161,12.436
Agrupación municipios pequeños-21,6.315,5.601,12.207,-,-,19.464,15.976,16.822,14.916
Jaén,386.088,333.980,618.678,,,22.278,17.535,18.860,16.181
"Guardia de Jaén, La-23038",3.154,2.816,5.218,503,23,31.123,24.670,25.021,21.099
Jaén-23050,71.977,64.637,112.074,789,39,28.947,23.966,23.588,20.585
Ubeda-23092,20.742,17.900,33.674,1.314,78,25.592,20.294,21.141,17.877
Linares-23055,31.951,27.313,55.261,1.444,90,24.895,21.424,20.812,18.763
Martos-23060,15.424,13.444,24.452,1.658,115,23.798,19.911,19.952,17.580
Baeza-23009,10.116,8.512,15.677,1.679,117,23.708,17.957,19.800,16.610
"Carolina, La-23024",8.520,7.227,14.681,1.885,145,22.741,19.583,19.428,17.445
Mengíbar-23061,5.679,4.687,10.011,1.965,160,22.421,19.323,18.908,17.055
Torredonjimeno-23087,8.550,7.342,13.261,2.039,173,21.991,18.129,18.724,16.610
Mancha Real-23058,7.042,5.988,11.385,2.095,185,21.774,18.118,18.558,16.546
Andújar-23005,21.420,18.418,35.619,2.123,193,21.656,17.630,18.388,16.199
Torre del Campo-23086,8.898,7.685,13.944,2.147,201,21.555,16.847,18.332,15.697
Cazorla-23028,4.396,3.834,7.012,2.153,202,21.529,17.358,18.397,16.071
Alcalá la Real-23002,13.673,11.958,21.581,2.236,221,21.049,16.713,18.047,15.601
Bailén-23010,10.217,8.265,17.264,2.276,235,20.842,17.343,17.902,15.955
Canena-23020,1.240,1.054,1.761,2.365,263,20.343,15.796,17.494,14.925
Orcera-23065,975,845,1.717,2.398,273,20.186,15.884,17.344,15.104
Vilches-23094,2.697,2.239,4.190,2.405,276,20.165,17.736,17.461,16.220
"Villares, Los-23099",3.956,3.419,6.079,2.437,287,20.030,15.458,17.093,14.635
Villanueva de la Reina-23096,1.845,1.592,2.948,2.481,306,19.796,16.562,17.156,15.428
Cárcheles-23901,797,670,1.293,2.502,317,19.657,15.355,16.961,14.562
Siles-23082,1.231,1.064,2.109,2.520,325,19.566,15.183,17.007,14.335
Arjona-23006,3.313,2.894,5.376,2.540,335,19.436,15.366,16.931,14.591
Fuerte del Rey-23035,789,674,1.342,2.545,338,19.378,16.278,16.840,15.252
Alcaudete-23003,6.464,5.650,10.243,2.560,348,19.261,15.497,16.734,14.704
Rus-23074,2.182,1.781,3.407,2.584,363,19.088,15.291,16.638,14.526
Marmolejo-23059,4.312,3.788,6.507,2.590,366,19.049,15.085,16.475,14.433
Villatorres-23903,2.727,2.338,4.267,2.592,368,19.034,15.705,16.619,14.884
Baños de la Encina-23011,1.492,1.210,2.563,2.598,372,18.980,16.904,16.636,15.909
Guarromán-23039,1.488,1.256,2.760,2.602,375,18.963,16.956,16.621,15.675
Puente de Génave-23071,1.322,1.132,2.188,2.638,388,18.670,14.591,16.194,13.889
Peal de Becerro-23066,3.315,2.868,5.276,2.644,389,18.624,14.780,16.206,14.190
"Puerta de Segura, La-23072",1.377,1.208,2.246,2.653,395,18.585,15.661,16.234,14.796
Segura de la Sierra-23081,1.063,990,1.688,2.664,401,18.479,14.130,16.046,13.540
Villacarrillo-23095,6.617,5.739,10.320,2.677,410,18.401,14.190,16.019,13.722
Torreperogil-23088,4.577,3.766,7.113,2.706,429,18.225,15.799,16.005,14.859
Campillo de Arenas-23019,1.141,1.026,1.703,2.710,432,18.199,15.190,16.157,14.529
Arjonilla-23007,2.315,2.013,3.531,2.727,440,18.050,14.433,15.910,13.972
Jamilena-23051,2.106,1.824,3.298,2.736,446,17.960,15.204,15.710,14.428
Villanueva del Arzobispo-23097,4.861,4.083,7.753,2.738,448,17.955,14.145,15.651,13.554
Santiago-Pontones-23904,1.364,1.220,2.701,2.741,450,17.937,14.106,15.558,13.565
"Iruela, La-23047",1.079,954,1.867,2.742,451,17.930,15.489,15.788,14.537
Sabiote-23075,2.447,1.954,3.780,2.743,452,17.929,15.052,15.859,14.360
Castellar-23025,2.034,1.781,3.156,2.757,460,17.822,13.584,15.694,13.193
Pegalajar-23067,1.821,1.531,2.827,2.758,461,17.813,15.534,15.698,14.716
Pozo Alcón-23070,2.928,2.539,4.550,2.773,468,17.682,14.625,15.708,14.167
Quesada-23073,3.185,2.761,4.952,2.775,470,17.642,14.399,15.566,13.893
Castillo de Locubín-23026,2.418,2.148,3.840,2.789,481,17.442,14.729,15.564,14.158
Huelma-23044,3.615,2.965,5.522,2.790,482,17.440,14.021,15.408,13.579
Ibros-23046,1.708,1.411,2.764,2.799,487,17.303,14.946,15.304,14.305
Lopera-23056,2.298,2.018,3.539,2.805,491,17.287,14.111,15.362,13.641
Fuensanta de Martos-23034,1.966,1.624,2.990,2.809,494,17.229,14.022,15.273,13.626
Valdepeñas de Jaén-23093,2.333,1.928,3.556,2.823,507,17.033,14.125,15.216,13.724
Porcuna-23069,4.245,3.777,5.907,2.824,508,17.013,12.846,14.948,12.587
Beas de Segura-23012,3.084,2.553,4.968,2.826,509,16.944,13.454,14.983,13.054
Santisteban del Puerto-23079,2.762,2.335,4.457,2.827,510,16.930,14.119,15.013,13.651
Jabalquinto-23049,1.265,1.130,1.961,2.835,516,16.763,14.896,15.019,14.303
Begíjar-23014,1.917,1.614,2.947,2.838,517,16.731,13.833,14.776,13.335
Frailes-23033,972,815,1.551,2.845,521,16.635,13.726,14.942,13.204
Lahiguera-23040,1.136,991,1.588,2.851,524,16.469,13.330,14.753,13.088
Santo Tomé-23080,1.316,1.147,2.077,2.852,525,16.469,13.871,14.673,13.515
Jimena-23052,757,658,1.234,2.853,526,16.461,13.469,14.678,13.082
Arroyo del Ojanco-23905,1.435,1.257,2.143,2.856,528,16.409,13.946,14.558,13.194
Navas de San Juan-23063,2.867,2.431,4.409,2.859,530,16.366,13.323,14.572,12.955
Bélmez de la Moraleda-23015,953,826,1.509,2.867,535,16.108,13.224,14.611,12.850
Arquillos-23008,1.073,920,1.685,2.870,537,16.057,13.904,14.414,13.354
Bedmar y Garcíez-23902,1.673,1.483,2.571,2.874,541,15.925,13.164,14.321,12.782
Jódar-23053,7.167,6.218,11.366,2.881,543,15.602,13.116,13.931,12.544
Torreblascopedro-23085,1.466,1.292,2.402,2.886,547,15.513,12.915,14.018,12.576
Cabra del Santo Cristo-23017,1.079,940,1.651,2.889,549,15.416,13.573,14.011,13.150
Huesa-23045,1.432,1.247,2.419,2.893,552,15.230,13.282,13.890,12.852
Sorihuela del Guadalimar-23084,615,550,1.034,2.894,553,15.202,12.922,13.782,12.614
Chilluévar-23030,892,777,1.322,2.898,556,15.129,12.698,13.627,12.290
Torres-23090,889,755,1.343,2.899,557,15.035,12.730,13.639,12.350
Cambil-23018,1.600,1.360,2.632,2.901,559,14.973,12.513,13.595,12.188
Noalejo-23064,1.072,902,1.783,2.904,561,14.864,12.908,13.638,12.634
Montizón-23062,1.093,927,1.585,2.905,562,14.843,12.259,13.516,11.955
Agrupación municipios pequeños-23,8.171,7.092,13.298,-,-,16.318,13.448,14.637,13.005
Málaga,932.663,837.247,1.773.136,,,28.100,21.499,23.026,18.593
Benahavís-29023,2.974,2.711,9.077,56,1,43.159,25.311,33.539,21.367
Rincón de la Victoria-29082,29.444,26.608,52.230,271,5,34.176,27.264,27.353,22.833
Marbella-29069,75.086,68.369,159.000,395,18,32.306,22.281,25.912,19.048
Alhaurín de la Torre-29007,24.101,21.517,44.057,450,21,31.681,24.156,25.573,20.619
Benalmádena-29025,38.708,35.390,77.654,583,25,30.392,22.788,24.573,19.534
Málaga-29067,333.291,300.602,591.637,647,27,30.030,23.140,24.404,19.851
Torremolinos-29901,37.456,34.198,70.933,724,32,29.403,22.577,23.935,19.408
Casares-29041,3.973,3.546,8.486,745,34,29.266,22.050,24.243,18.822
Estepona-29051,38.165,34.199,78.413,858,42,28.431,21.899,23.230,18.786
Fuengirola-29054,36.126,32.611,85.859,927,47,27.876,21.269,23.012,18.424
Manilva-29068,8.790,7.809,18.099,1.070,53,26.890,20.822,22.437,18.050
Mijas-29070,45.244,40.913,93.302,1.076,55,26.858,20.798,22.102,18.092
Istán-29061,823,715,1.622,1.114,59,26.598,20.055,21.962,17.526
Ronda-29084,19.806,17.476,33.451,1.181,64,26.258,21.262,21.732,18.472
Ojén-29076,2.307,2.105,4.682,1.265,71,25.790,20.823,21.388,17.998
Antequera-29015,23.231,20.560,41.619,1.281,73,25.736,21.365,21.322,18.492
Vélez-Málaga-29094,48.638,43.366,85.990,1.418,89,25.010,19.665,20.834,17.367
Nerja-29075,10.805,9.857,22.187,1.566,104,24.204,18.790,20.431,16.769
Coín-29042,12.714,10.859,25.809,1.592,106,24.063,19.920,20.119,17.403
Cártama-29038,15.130,13.415,28.934,1.626,110,23.917,20.696,20.180,18.007
Frigiliana-29053,1.761,1.598,3.310,1.642,113,23.860,18.366,20.220,16.618
Alhaurín el Grande-29008,13.300,11.366,27.647,1.704,123,23.587,19.325,19.916,17.063
Casabermeja-29039,1.945,1.726,4.065,1.839,137,22.973,19.363,19.491,17.152
Torrox-29091,9.139,8.136,21.583,1.908,148,22.627,17.879,19.162,16.305
Pizarra-29080,5.277,4.561,10.177,1.946,157,22.504,19.421,19.066,17.076
Campillos-29032,4.700,4.142,8.499,1.986,165,22.303,18.245,18.960,16.463
Gaucín-29056,832,717,1.591,2.066,181,21.877,16.834,18.500,15.673
Arriate-29020,2.318,2.058,4.073,2.081,183,21.843,18.505,18.650,16.767
Monda-29073,1.459,1.270,2.981,2.139,198,21.592,18.829,18.391,16.756
Algarrobo-29005,3.522,3.103,6.909,2.158,203,21.514,17.492,18.365,16.031
Archidona-29017,4.674,4.177,8.042,2.175,206,21.393,17.679,18.162,16.065
Almargen-29010,1.159,1.016,1.913,2.209,215,21.190,16.996,18.052,15.808
Casarabonela-29040,1.445,1.256,2.758,2.239,224,21.000,17.642,17.874,16.112
Fuente de Piedra-29055,1.533,1.367,2.958,2.280,237,20.826,17.724,17.851,16.182
Alora-29012,7.085,6.109,13.570,2.342,254,20.456,17.389,17.629,15.887
Tolox-29090,1.277,1.069,2.374,2.358,261,20.379,17.309,17.804,16.060
Ardales-29018,1.503,1.340,2.516,2.381,266,20.270,17.863,17.447,16.120
Cortes de la Frontera-29046,1.708,1.464,3.000,2.394,270,20.207,17.202,17.439,15.933
Guaro-29058,1.090,964,2.469,2.396,272,20.197,18.148,17.626,16.530
Viñuela-29099,1.036,915,2.006,2.415,280,20.110,15.954,17.408,15.268
Moclinejo-29071,596,504,1.227,2.459,293,19.925,16.779,17.199,15.494
Alcaucín-29002,1.451,1.290,2.653,2.469,299,19.867,15.498,17.298,14.816
Mollina-29072,2.883,2.598,5.449,2.490,311,19.724,16.510,17.036,15.418
Cómpeta-29045,1.807,1.577,3.735,2.496,315,19.683,15.128,16.965,14.435
Almogía-29011,2.000,1.710,4.132,2.526,329,19.537,17.641,16.937,16.032
Benaoján-29028,726,621,1.428,2.539,334,19.455,16.658,16.717,15.544
Cañete la Real-29035,892,785,1.587,2.543,336,19.384,16.483,16.834,15.569
Colmenar-29043,1.746,1.546,3.545,2.549,341,19.360,16.312,16.906,15.082
Alozaina-29013,1.138,995,2.130,2.556,345,19.309,16.591,16.929,15.428
Humilladero-29059,1.976,1.772,3.360,2.559,347,19.285,16.643,16.698,15.403
Villanueva del Rosario-29096,2.146,1.902,3.401,2.566,352,19.206,15.201,16.623,14.426
Villanueva del Trabuco-29097,3.180,2.768,5.410,2.630,385,18.722,15.540,16.238,14.661
Cuevas del Becerro-29048,1.028,905,1.605,2.649,392,18.611,16.564,16.329,15.616
Sierra de Yeguas-29088,1.970,1.779,3.452,2.652,394,18.589,15.622,16.231,14.685
Riogordo-29083,1.392,1.192,2.778,2.662,399,18.494,15.917,16.328,15.059
Villanueva de la Concepción-29902,1.949,1.720,3.286,2.671,405,18.435,15.896,16.005,14.700
Alameda-29001,2.988,2.610,5.449,2.674,407,18.430,15.651,15.992,14.833
Alfarnate-29003,567,500,1.046,2.678,411,18.397,14.979,16.165,14.304
Canillas de Aceituno-29033,943,842,1.777,2.704,428,18.238,14.736,16.021,14.008
Sayalonga-29086,712,622,1.646,2.713,433,18.191,14.294,15.905,13.598
Cuevas Bajas-29047,740,671,1.341,2.718,434,18.142,15.001,15.933,14.402
Yunquera-29100,1.856,1.576,2.868,2.726,439,18.057,16.256,15.984,15.387
"Burgo, El-29031",1.055,929,1.758,2.747,453,17.900,15.437,15.737,14.723
Villanueva de Tapia-29098,925,837,1.396,2.750,456,17.864,14.932,15.762,14.198
Teba-29089,2.378,2.091,3.702,2.756,459,17.823,15.262,15.704,14.438
Benamocarra-29027,1.670,1.459,3.115,2.771,467,17.695,15.736,15.524,14.689
Arenas-29019,734,639,1.259,2.794,484,17.345,14.691,15.583,14.176
Villanueva de Algaidas-29095,2.561,2.332,4.075,2.797,486,17.305,14.815,15.276,14.133
Cuevas de San Marcos-29049,2.107,1.847,3.620,2.813,497,17.169,14.141,15.190,13.749
Periana-29079,1.901,1.657,3.350,2.821,505,17.043,14.326,15.068,13.730
Valle de Abdalajís-29093,1.408,1.278,2.435,2.831,512,16.854,14.864,14.944,14.335
Comares-29044,593,523,1.346,2.861,531,16.251,12.820,14.556,12.083
Almáchar-29009,995,879,1.927,2.900,558,15.035,12.602,13.606,12.209
Benamargosa-29026,783,704,1.552,2.910,566,13.831,12.125,12.543,11.777
Agrupación municipios pequeños-29,7.292,6.407,14.814,-,-,18.176,15.226,15.962,14.458
Sevilla,1.109.241,984.881,1.967.746,,,27.697,21.229,22.609,18.492
Tomares-41093,14.450,13.057,25.488,103,2,38.953,31.649,30.443,26.010
Espartinas-41040,9.396,8.447,16.482,128,3,37.962,29.974,29.784,24.986
Bormujos-41017,12.634,11.263,22.970,237,4,34.766,25.822,27.353,21.781
Valencina de la Concepción-41096,4.688,4.136,8.080,272,6,34.172,25.665,27.289,21.780
Mairena del Aljarafe-41059,27.291,24.455,47.898,274,7,34.149,27.580,27.125,23.043
Gelves-41044,6.066,5.393,10.473,297,10,33.627,25.225,26.454,21.391
Gines-41047,7.687,6.867,13.524,325,11,33.164,26.270,26.474,22.212
Castilleja de Guzmán-41028,1.685,1.503,2.863,374,15,32.574,28.219,26.006,23.272
Palomares del Río-41070,5.290,4.740,9.277,383,16,32.450,27.208,26.012,22.967
Sevilla-41091,415.575,375.593,687.488,412,19,32.150,24.588,25.731,20.958
Bollullos de la Mitación-41016,6.162,5.445,11.251,750,35,29.217,21.819,23.706,18.981
Dos Hermanas-41038,77.011,68.261,140.430,756,36,29.173,23.181,23.676,19.868
Salteras-41085,3.052,2.732,5.580,813,40,28.752,23.468,23.535,20.210
Alcalá de Guadaíra-41004,40.439,35.146,76.922,876,43,28.271,21.530,22.863,18.700
Gerena-41045,4.268,3.658,7.923,1.074,54,26.870,20.635,22.324,18.122
Castilleja de la Cuesta-41029,9.221,8.193,17.153,1.121,60,26.550,21.484,21.907,18.750
Almensilla-41010,3.849,3.395,6.653,1.279,72,25.744,20.972,21.369,18.366
Camas-41021,15.259,13.400,28.705,1.321,79,25.573,20.329,21.121,17.992
Mairena del Alcor-41058,13.211,11.572,24.238,1.348,80,25.397,21.313,21.049,18.400
San Juan de Aznalfarache-41086,11.413,10.042,23.090,1.354,81,25.366,20.286,21.046,17.970
Guillena-41049,7.151,6.229,14.064,1.407,86,25.069,19.643,20.789,17.479
"Rinconada, La-41081",21.593,18.878,40.529,1.499,94,24.568,20.366,20.531,17.944
Umbrete-41094,5.225,4.565,9.394,1.512,96,24.474,19.860,20.479,17.689
Sanlúcar la Mayor-41087,7.306,6.431,14.375,1.517,97,24.442,19.715,20.480,17.410
Santiponce-41089,4.542,3.885,8.625,1.536,100,24.337,20.061,20.413,17.849
Carmona-41024,15.773,13.894,29.871,1.548,102,24.282,20.193,20.231,17.727
Utrera-41095,28.088,24.137,52.173,1.685,119,23.662,19.557,19.830,17.377
"Algaba, La-41007",8.647,7.338,16.666,1.701,121,23.592,20.191,19.902,17.781
Alcalá del Río-41005,6.513,5.663,12.250,1.702,122,23.591,19.663,19.905,17.351
Villanueva del Ariscal-41098,3.688,3.168,6.938,1.767,132,23.302,19.026,19.668,17.030
Benacazón-41015,3.903,3.327,7.358,1.867,141,22.833,18.002,19.379,16.451
Ecija-41039,21.475,18.904,39.500,1.883,144,22.745,17.314,19.092,15.919
Coria del Río-41034,15.613,13.549,31.095,1.924,152,22.578,18.951,19.106,17.029
Carrión de los Céspedes-41025,1.303,1.156,2.617,1.928,153,22.572,18.579,19.122,16.824
"Puebla del Río, La-41079",5.917,5.017,11.871,1.941,156,22.524,18.383,18.931,16.687
Huévar del Aljarafe-41051,1.748,1.583,3.360,1.964,159,22.422,19.238,18.953,17.407
"Viso del Alcor, El-41102",10.425,9.035,19.310,1.967,161,22.419,18.495,18.939,16.723
Marchena-41060,10.688,9.401,19.382,1.983,163,22.309,18.508,18.927,16.708
Osuna-41068,9.581,8.482,17.374,2.034,172,22.025,17.209,18.612,15.827
Lebrija-41053,15.368,13.306,27.745,2.058,177,21.901,17.814,18.503,16.313
Morón de la Frontera-41065,14.901,13.029,27.228,2.060,178,21.893,18.318,18.539,16.562
"Ronquillo, El-41083",750,647,1.439,2.125,195,21.651,17.341,18.373,15.687
Olivares-41067,5.063,4.315,9.504,2.131,197,21.629,18.098,18.402,16.383
Aznalcóllar-41013,3.230,2.696,6.079,2.182,207,21.363,19.185,18.410,17.285
Aznalcázar-41012,2.469,2.216,4.886,2.191,209,21.325,17.064,18.245,15.737
Brenes-41018,6.284,5.566,12.883,2.201,212,21.249,17.473,18.140,16.094
Burguillos-41019,3.620,3.163,7.327,2.230,220,21.093,17.775,18.091,16.237
Arahal-41011,10.612,9.396,19.417,2.237,222,21.039,17.368,17.963,15.946
Tocina-41092,4.901,4.301,9.373,2.256,229,20.911,16.882,17.930,15.659
Albaida del Aljarafe-41003,1.821,1.557,3.223,2.281,238,20.823,17.464,17.754,16.188
Estepa-41041,7.544,6.871,12.394,2.345,255,20.451,16.050,17.413,14.873
Herrera-41050,3.880,3.429,6.566,2.346,256,20.448,16.072,17.505,15.015
Cazalla de la Sierra-41032,2.512,2.186,4.629,2.349,257,20.422,16.344,17.467,15.231
"Palacios y Villafranca, Los-41069",21.007,17.742,38.757,2.355,258,20.384,16.855,17.410,15.593
"Castillo de las Guardas, El-41031",812,702,1.511,2.379,265,20.274,16.853,17.513,15.509
"Luisiana, La-41056",2.625,2.289,4.626,2.385,268,20.258,17.432,17.314,15.917
Lora del Río-41055,9.728,8.730,18.189,2.395,271,20.200,16.087,17.301,15.121
Cantillana-41023,5.368,4.796,10.728,2.411,278,20.131,16.228,17.196,15.131
Gilena-41046,2.137,1.932,3.658,2.427,282,20.062,16.070,17.041,15.088
"Roda de Andalucía, La-41082",2.277,2.017,4.180,2.432,285,20.057,17.163,17.308,15.747
"Pedroso, El-41073",1.116,966,2.074,2.445,289,20.005,17.029,17.310,15.809
"Molares, Los-41063",1.869,1.617,3.636,2.471,300,19.860,16.508,17.119,15.348
Castilblanco de los Arroyos-41027,2.534,2.189,5.134,2.477,304,19.816,16.831,17.137,15.542
Pilas-41075,7.571,6.758,14.105,2.506,318,19.642,15.720,16.874,14.651
"Puebla de Cazalla, La-41077",6.102,5.348,10.799,2.514,322,19.596,16.700,16.964,15.409
Villaverde del Río-41101,3.874,3.424,7.794,2.524,328,19.544,16.611,16.980,15.375
Paradas-41071,3.744,3.308,6.779,2.529,330,19.509,15.797,16.826,14.789
"Coronil, El-41036",2.569,2.249,4.697,2.531,332,19.495,15.748,16.865,14.795
Villanueva del Río y Minas-41099,2.333,2.025,5.033,2.552,343,19.355,16.223,16.761,15.231
Peñaflor-41074,1.879,1.692,3.670,2.562,349,19.246,14.991,16.554,14.265
Constantina-41033,2.932,2.582,5.742,2.587,365,19.077,15.427,16.460,14.498
Fuentes de Andalucía-41042,4.448,3.969,7.247,2.601,374,18.964,15.390,16.395,14.589
Almadén de la Plata-41009,679,612,1.328,2.635,387,18.694,16.009,16.390,14.982
Coripe-41035,739,657,1.198,2.646,391,18.619,15.486,16.299,14.694
Cañada Rosal-41901,2.027,1.841,3.410,2.658,398,18.550,15.813,16.028,14.949
"Real de la Jara, El-41080",846,719,1.531,2.672,406,18.431,15.341,16.089,14.497
Pedrera-41072,3.148,2.843,5.085,2.675,408,18.415,15.526,15.858,14.556
Casariche-41026,2.972,2.606,5.307,2.682,413,18.355,15.103,15.944,14.224
Guadalcanal-41048,1.480,1.270,2.522,2.697,422,18.261,14.478,15.934,14.003
Villamanrique de la Condesa-41097,2.471,2.210,4.677,2.698,423,18.258,15.249,15.869,14.365
"Cabezas de San Juan, Las-41020",8.951,7.680,16.410,2.699,424,18.255,16.156,15.959,15.115
"Cuervo de Sevilla, El-41903",4.631,3.915,8.716,2.703,427,18.239,16.039,15.920,14.884
"Saucejo, El-41090",2.573,2.230,4.213,2.722,437,18.103,14.966,15.877,14.348
"Navas de la Concepción, Las-41066",832,743,1.520,2.724,438,18.092,15.262,15.831,14.309
Alanís-41002,993,866,1.673,2.730,443,17.990,14.811,15.701,14.101
Aguadulce-41001,1.136,1.048,2.042,2.748,454,17.897,15.226,15.573,14.310
Villanueva de San Juan-41100,652,568,1.002,2.752,457,17.835,13.451,15.642,13.182
Alcolea del Río-41006,1.767,1.537,3.279,2.778,473,17.606,14.634,15.513,13.939
"Campana, La-41022",2.640,2.353,5.132,2.793,483,17.384,14.980,15.326,14.137
Pruna-41076,1.398,1.212,2.509,2.796,485,17.313,13.973,15.467,13.616
"Corrales, Los-41037",2.580,2.309,3.970,2.800,488,17.300,14.936,15.266,14.230
"Lantejuela, La-41052",2.114,1.915,3.861,2.807,492,17.257,15.574,15.130,14.630
"Puebla de los Infantes, La-41078",1.646,1.446,2.927,2.814,498,17.143,14.355,15.156,13.661
"Rubio, El-41084",1.913,1.793,3.290,2.815,499,17.139,14.019,14.972,13.468
Montellano-41064,4.087,3.619,7.031,2.820,504,17.050,14.400,14.918,13.678
Martín de la Jara-41062,1.613,1.409,2.643,2.839,518,16.720,14.170,14.880,13.730
Algámitas-41008,817,718,1.241,2.848,522,16.613,13.970,14.791,13.275
Isla Mayor-41902,2.906,2.574,5.781,2.849,523,16.586,14.159,14.631,13.606
Badolatosa-41014,1.683,1.464,3.078,2.866,534,16.125,14.093,14.433,13.522
"Palmar de Troya, El-41904",900,775,2.306,2.871,538,16.054,13.836,14.412,13.322
Marinaleda-41061,1.539,1.390,2.555,2.895,554,15.193,13.150,13.624,12.637
Agrupación municipios pequeños-41,1.802,1.606,3.217,-,-,19.929,16.343,17.115,15.016
Aragón,859.352,786.187,1.347.821,,,30.105,24.792,24.355,20.900
Huesca,139.013,127.869,228.634,,,28.662,23.950,23.437,20.311
Huesca-22125,37.678,35.070,54.704,523,10,30.912,25.801,25.073,21.676
Jaca-22130,8.344,7.803,13.883,652,16,30.015,25.244,24.322,21.237
Sallent de Gállego-22204,888,846,1.516,720,19,29.433,23.577,23.727,19.825
Sabiñánigo-22199,6.138,5.553,9.592,722,20,29.423,25.506,24.072,21.502
Barbastro-22048,11.252,10.295,17.558,749,22,29.240,24.819,23.868,20.931
Aínsa-Sobrarbe-22907,1.406,1.334,2.317,765,24,29.123,23.160,23.882,19.865
Binéfar-22061,6.171,5.690,10.118,773,25,29.083,24.520,23.682,20.683
Biescas-22059,908,857,1.609,781,26,29.014,24.368,23.631,20.221
Benasque-22054,1.076,1.033,2.362,797,28,28.911,22.277,23.458,18.953
Monzón-22158,10.924,9.839,18.152,877,32,28.255,24.436,23.067,20.642
