municipio,poblacion_total,hombres,mujeres,densidad,superficie_km2,poblacion_menor_35,poblacion_menor_65,poblacion_65_mas,renta_bruta_media,alquiler_m2_colectiva,alquiler_m2_unifamiliar,num_bancos
A Arnoia,952.0,473.0,479.0,46.001883957284576,20.69480460591543,218.0,602.0,393.0,Unknown,0.0,0.0,Unknown
A Baña,3389.0,1597.0,1792.0,34.55052733604496,98.08822791727448,760.0,2180.0,1325.0,23.194,0.0,0.0,Unknown
A Bola,1075.0,508.0,567.0,30.7990266898203,34.903700393730595,208.0,663.0,536.0,19.074,0.0,0.0,Unknown
A Cañiza,5115.0,2512.0,2603.0,48.69775115325253,105.0356511105209,1441.0,3612.0,1561.0,20.975,0.742729832,0.710382514,Unknown
A Capela,1242.0,617.0,625.0,21.52306152337824,57.70554521952863,296.0,836.0,402.0,26.737,0.0,0.0,Unknown
a carida,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0
A Coruña,245468.0,113806.0,131662.0,6364.888022278336,38.56595734925966,74464.0,185187.0,59663.0,33.057,6.341972839193549,0.24579141048387096,20.0
A Estrada,20261.0,9736.0,10525.0,72.17121514546173,280.7351928211791,6024.0,14932.0,5729.0,23.865,1.186745952105263,0.15405882105263158,Unknown
a feira do monte,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0
A Fonsagrada,3328.0,1751.0,1577.0,7.590808397144948,438.42497740447857,671.0,2143.0,1446.0,19.939,0.9785345733333334,0.7555106566666666,2.0
A Guarda,9991.0,4896.0,5095.0,477.9872766412933,20.90223001374526,3223.0,7805.0,2208.0,24.585,3.16657707375,0.0,Unknown
A Gudiña,1232.0,625.0,607.0,7.193416628233302,171.26771097402408,301.0,862.0,446.0,20.73,0.0,3.14926661,Unknown
A Illa de Arousa,4951.0,2435.0,2516.0,843.3938879825445,5.8703294754045805,1676.0,3943.0,1015.0,18.933,5.06873648,0.0,Unknown
A Lama,2410.0,1195.0,1215.0,21.563309712790616,111.7639189947947,570.0,1570.0,860.0,19.648,0.0,0.0,Unknown
A Laracha,11521.0,5669.0,5852.0,91.44153580180844,125.99307195551444,3255.0,8357.0,2945.0,25.63,1.5737127027272726,0.4649021818181818,Unknown
A Merca,1939.0,968.0,971.0,38.02828716578168,50.98836010012925,354.0,1123.0,788.0,21.877,0.0,1.44230769,Unknown
A Mezquita,1006.0,528.0,478.0,9.647647137151983,104.2741287796492,234.0,620.0,419.0,19.833,0.0,0.0,Unknown
A Pastoriza,2918.0,1474.0,1444.0,16.675260945076666,174.9897653542587,748.0,1993.0,1063.0,21.966,0.0,0.0,Unknown
A Peroxa,1826.0,906.0,920.0,33.49310226972829,54.51868821510672,346.0,1096.0,775.0,20.565,0.0,0.0,Unknown
a pobra de san xiao,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0
A Pobra de Trives,2015.0,1000.0,1015.0,23.93237176523878,84.1955832779909,482.0,1359.0,759.0,23.508,1.31313667,0.0,Unknown
A Pobra do Brollón,1615.0,794.0,821.0,9.138827850374428,176.7185055284559,266.0,871.0,814.0,21.871,0.0,0.0,Unknown
A Pobra do Caramiñal,9291.0,4543.0,4748.0,287.01050660088896,32.37163722692521,2894.0,7218.0,2172.0,25.581,2.4021207185714286,0.5,Unknown
a ponte do porto,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0
A Pontenova,2207.0,1058.0,1149.0,16.246235762527967,135.84685291164232,496.0,1459.0,824.0,23.019,1.12092598,0.0,Unknown
A Rúa,4245.0,2109.0,2136.0,118.21328033920476,35.9096709592972,1166.0,3042.0,1317.0,26.702,1.7448162320000002,0.0,Unknown
A Teixeira,336.0,172.0,164.0,12.155960604584964,27.640760852191978,45.0,167.0,165.0,Unknown,0.0,0.0,Unknown
A Veiga,886.0,452.0,434.0,3.0469085203442843,290.7865444873569,158.0,504.0,400.0,Unknown,0.0,0.0,Unknown
Ababuj,76.0,44.0,32.0,1.3996189137663309,54.300495122266085,14.0,48.0,28.0,Unknown,0.0,0.0,Unknown
Abades,835.0,417.0,418.0,26.11005116450671,31.980021591649585,271.0,637.0,208.0,Unknown,0.0,0.0,Unknown
Abadía,359.0,193.0,166.0,7.964697249796023,45.07390409713239,116.0,246.0,89.0,Unknown,0.0,0.0,Unknown
Abadín,2297.0,1144.0,1153.0,11.745771388858964,195.55974009325075,462.0,1389.0,1039.0,18.664,0.0,0.0,Unknown
Abadiño,7618.0,3829.0,3789.0,211.34510876324916,36.04531017812084,2582.0,6097.0,1436.0,Unknown,0.0,0.0,Unknown
Abáigar,84.0,49.0,35.0,17.280722165140464,4.860907964219748,24.0,62.0,25.0,Unknown,0.0,0.0,Unknown
Abajas,29.0,19.0,10.0,0.8268235216920634,35.073990082735655,3.0,15.0,12.0,Unknown,0.0,0.0,Unknown
Ábalos,248.0,144.0,104.0,13.61149052255397,18.219900281241717,75.0,193.0,62.0,Unknown,0.0,0.0,Unknown
Abaltzisketa,312.0,168.0,144.0,27.91068132161173,11.17851608152657,117.0,266.0,54.0,Unknown,0.0,0.0,Unknown
Abánades,55.0,34.0,21.0,1.524268754024838,36.08287570992469,5.0,26.0,27.0,Unknown,0.0,0.0,Unknown
Abanilla,6116.0,3099.0,3017.0,25.95725119164008,235.6181690752274,1979.0,4499.0,1564.0,22.315,0.52868077,0.38232386166666665,Unknown
Abanto,89.0,53.0,36.0,1.3940392879814487,63.84325088059094,16.0,50.0,47.0,Unknown,0.0,0.0,Unknown
Abanto y Ciérvana-Abanto Zierbena,9436.0,4683.0,4753.0,582.6120087872054,16.196027300642935,3057.0,7849.0,1696.0,Unknown,0.0,0.0,Unknown
Abarán,13066.0,6531.0,6535.0,113.58034174100013,115.03751265157048,5041.0,10785.0,2245.0,21.57,1.74554629,0.5151806,Unknown
Abarca de Campos,45.0,28.0,17.0,3.949130356776239,11.394913799891498,6.0,28.0,14.0,Unknown,0.0,0.0,Unknown
Abárzuza/Abartzuza,538.0,270.0,268.0,23.36950521833084,23.021454454157524,191.0,410.0,140.0,Unknown,0.0,0.0,Unknown
Abaurregaina/Abaurrea Alta,128.0,80.0,48.0,5.993300396867753,21.35718077253327,18.0,70.0,51.0,Unknown,0.0,0.0,Unknown
Abaurrepea/Abaurrea Baja,29.0,19.0,10.0,2.6632060265464004,10.88913126169465,6.0,19.0,14.0,Unknown,0.0,0.0,Unknown
Abegondo,5494.0,2701.0,2793.0,65.48556953419923,83.8963460053716,1418.0,3819.0,1635.0,27.317,0.0,1.916178535,1.0
Abejar,273.0,142.0,131.0,11.650543886783742,23.4323824409338,67.0,196.0,106.0,Unknown,0.0,0.0,Unknown
Abejuela,57.0,36.0,21.0,0.657717457089486,86.66335275976238,4.0,30.0,19.0,Unknown,0.0,0.0,Unknown
Abella de la Conca,171.0,89.0,82.0,2.195420203068589,77.88941714255401,49.0,134.0,47.0,Unknown,0.0,0.0,Unknown
Abengibre,748.0,365.0,383.0,24.310062670510572,30.76915144720563,195.0,533.0,224.0,Unknown,0.0,0.0,Unknown
Abenójar,1339.0,691.0,648.0,3.162260031032358,423.4313392510189,421.0,984.0,411.0,19.356,0.0,0.0,Unknown
Aberin,346.0,187.0,159.0,16.284486488227152,21.24721588550798,101.0,277.0,79.0,Unknown,0.0,0.0,Unknown
Abertura,400.0,204.0,196.0,6.3788090484496,62.70763036827727,114.0,278.0,125.0,Unknown,0.0,0.0,Unknown
Abezames,58.0,29.0,29.0,2.493008637460185,23.26506179260131,8.0,30.0,30.0,Unknown,0.0,0.0,Unknown
Abia de la Obispalía,57.0,35.0,22.0,0.9039673241749264,63.05537653368757,7.0,32.0,32.0,Unknown,0.0,0.0,Unknown
Abia de las Torres,167.0,90.0,77.0,6.14890986687538,27.15928572959591,43.0,123.0,41.0,Unknown,0.0,0.0,Unknown
Abiego,271.0,138.0,133.0,7.095847286154674,38.191351796532,52.0,163.0,74.0,Unknown,0.0,0.0,Unknown
Abizanda,143.0,73.0,70.0,3.189225276848708,44.838475675603306,43.0,110.0,41.0,Unknown,0.0,0.0,Unknown
Abla,1258.0,646.0,612.0,27.80451342802707,45.24445296467337,378.0,891.0,344.0,18.721,0.0,0.0,Unknown
Ablanque,60.0,33.0,27.0,1.1674200650643571,51.39538183001192,3.0,32.0,28.0,Unknown,0.0,0.0,Unknown
Ablitas,2480.0,1252.0,1228.0,32.009780650284256,77.47631972535797,842.0,1922.0,561.0,Unknown,0.0,0.0,Unknown
Abrera,12620.0,6373.0,6247.0,630.9373865978188,20.00198477387808,4757.0,10498.0,1836.0,34.28,5.538295231428571,3.7657396100000002,Unknown
Abrucena,1208.0,639.0,569.0,14.436421004209068,83.67724934371176,331.0,833.0,317.0,18.012,0.0,0.0,Unknown
Abusejo,166.0,87.0,79.0,7.1851969503913695,23.103054953971466,32.0,106.0,87.0,Unknown,0.0,0.0,Unknown
Acebedo,185.0,106.0,79.0,3.686844207326469,50.17841535923037,36.0,128.0,74.0,Unknown,0.0,0.0,Unknown
Acebo,560.0,271.0,289.0,9.821543391352348,57.017515240330525,134.0,385.0,195.0,Unknown,0.0,0.0,Unknown
Acedera,820.0,419.0,401.0,9.960315400004015,82.32671025655165,257.0,577.0,221.0,Unknown,0.0,0.0,Unknown
Acehúche,813.0,413.0,400.0,8.92790070049729,91.06284078122816,286.0,610.0,191.0,Unknown,0.0,0.0,Unknown
Aceituna,587.0,299.0,288.0,14.647537005025075,40.07499689528827,189.0,436.0,171.0,Unknown,0.0,0.0,Unknown
Acered,140.0,82.0,58.0,4.604701623708264,30.40370721941697,29.0,93.0,72.0,Unknown,0.0,0.0,Unknown
Aceuchal,5467.0,2725.0,2742.0,86.6703058819413,63.07812052084968,2174.0,4431.0,1030.0,19.702,0.0,0.0,Unknown
Adahuesca,190.0,106.0,84.0,3.621211287085222,52.46863133273132,59.0,124.0,48.0,Unknown,0.0,0.0,Unknown
Adalia,52.0,30.0,22.0,3.1978294241072365,16.261029937366736,10.0,39.0,19.0,Unknown,0.0,0.0,Unknown
Adamuz,4141.0,2122.0,2019.0,12.362027143641054,334.9774233532648,1524.0,3314.0,871.0,16.924,0.0,0.0,Unknown
Adanero,196.0,106.0,90.0,6.238473377218512,31.417942844117515,42.0,135.0,67.0,Unknown,0.0,0.0,Unknown
Adeje,48733.0,24562.0,24171.0,459.9526093136988,Unknown,19681.0,42565.0,4715.0,26.255,8.257732984999999,5.703471112222222,1.0
Ademuz,1027.0,556.0,471.0,10.237862671576222,100.31390661756971,346.0,785.0,261.0,19.863,1.98019802,0.0,Unknown
Adiós,167.0,94.0,73.0,21.61802155287022,7.725036243098177,43.0,121.0,35.0,Unknown,0.0,0.0,Unknown
Adobes,32.0,18.0,14.0,0.979796520369263,32.65984246192253,3.0,19.0,12.0,Unknown,0.0,0.0,Unknown
Ador,1772.0,931.0,841.0,128.1239775409735,13.830354270989767,415.0,1076.0,317.0,25.172,0.0,3.18610022,Unknown
Adra,25501.0,13058.0,12443.0,284.3106362345216,89.69414699970909,10527.0,21405.0,3454.0,20.359,2.1436112325,0.0,1.0
Adrada de Haza,197.0,97.0,100.0,19.16653128214703,10.278333470986416,64.0,148.0,71.0,Unknown,0.0,0.0,Unknown
Adrada de Pirón,39.0,20.0,19.0,3.637985923020209,10.720217401947147,15.0,32.0,12.0,Unknown,0.0,0.0,Unknown
Adradas,55.0,29.0,26.0,0.8151663739609186,67.47088908090419,0.0,24.0,20.0,Unknown,0.0,0.0,Unknown
Adrados,125.0,74.0,51.0,6.869434563367959,18.196548616472267,16.0,63.0,76.0,Unknown,0.0,0.0,Unknown
Aduna,482.0,258.0,224.0,69.34090526643617,6.951163936322414,182.0,403.0,66.0,Unknown,0.0,0.0,Unknown
Agaete,5695.0,2856.0,2839.0,127.94410538452811,Unknown,1788.0,4453.0,1120.0,26.895,2.3573537260000004,5.6903182580000005,Unknown
Agallas,128.0,65.0,63.0,2.869257691719305,44.610841462378495,23.0,75.0,71.0,Unknown,0.0,0.0,Unknown
Àger,588.0,322.0,266.0,3.652555170926427,160.98319463600623,160.0,426.0,185.0,Unknown,4.95098039,3.23437194,1.0
Agolada,2228.0,1115.0,1113.0,15.068523294355389,147.85788603682224,477.0,1432.0,938.0,20.217,0.0,0.0,Unknown
Agón,135.0,79.0,56.0,7.289104065650849,18.52079470729106,28.0,97.0,49.0,Unknown,0.0,0.0,Unknown
Agoncillo,1153.0,636.0,517.0,33.04359509596844,34.89329767694298,341.0,860.0,245.0,25.847,3.62745098,3.28210425,Unknown
Agost,4906.0,2474.0,2432.0,73.62182172861507,66.63785118065277,1672.0,3785.0,928.0,23.022,2.9567661533333336,2.1969252966666666,Unknown
Agramunt,5464.0,2763.0,2701.0,68.84256073510433,79.3695054578902,1963.0,4327.0,1066.0,29.313,3.8876237799999998,0.7575757575,4.0
Ágreda,3006.0,1546.0,1460.0,18.23916152542223,164.8102077395475,992.0,2209.0,799.0,26.734,3.390366415,1.140625,Unknown
Agres,580.0,319.0,261.0,22.44869645604432,25.836689499351078,171.0,413.0,138.0,Unknown,0.0,0.0,Unknown
Agrón,255.0,131.0,124.0,9.442830893215728,27.00461364644438,90.0,209.0,79.0,Unknown,0.0,0.0,Unknown
agrupacion municipios pequenos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,22.86984090909091,Unknown,Unknown,Unknown
Aguadulce,2022.0,999.0,1023.0,147.66723078136883,13.692949947667843,771.0,1610.0,416.0,17.897,0.0,0.0,Unknown
Aguarón,616.0,327.0,289.0,16.82043146620018,36.622128346577874,163.0,438.0,193.0,Unknown,0.0,0.0,Unknown
Aguas Cándidas,56.0,35.0,21.0,3.11883061991668,17.955447674005473,6.0,32.0,25.0,Unknown,0.0,0.0,Unknown
Aguasal,17.0,11.0,6.0,0.6291374664330103,27.0211216260638,3.0,14.0,9.0,Unknown,0.0,0.0,Unknown
Aguatón,17.0,8.0,9.0,0.785673331643113,21.63749145519189,1.0,10.0,8.0,Unknown,0.0,0.0,Unknown
Aguaviva,547.0,267.0,280.0,12.977233950429758,42.150738908570375,176.0,401.0,121.0,Unknown,0.0,0.0,Unknown
Agudo,1638.0,824.0,814.0,7.123023058942915,229.95854238370043,512.0,1121.0,566.0,19.156,0.0,0.0,Unknown
Agüero,139.0,79.0,60.0,1.4762533158506186,94.15728215987652,20.0,78.0,52.0,Unknown,0.0,0.0,Unknown
Aguilafuente,557.0,278.0,279.0,9.195444300207043,60.57347332172505,177.0,415.0,172.0,Unknown,0.0,0.0,Unknown
Aguilar de Bureba,52.0,33.0,19.0,5.504927053299192,9.44608338975819,9.0,39.0,22.0,Unknown,0.0,0.0,Unknown
Aguilar de Campoo,6711.0,3232.0,3479.0,28.518942760417257,235.31727863749927,2170.0,5323.0,1519.0,27.5,4.452221571666667,1.0057471266666667,Unknown
Aguilar de Campos,257.0,150.0,107.0,5.15738671324088,49.83143872849168,52.0,163.0,81.0,Unknown,0.0,0.0,Unknown
Aguilar de Codés,69.0,43.0,26.0,3.695532202909812,18.6711943534602,9.0,38.0,34.0,Unknown,0.0,0.0,Unknown
Aguilar de la Frontera,13398.0,6684.0,6714.0,80.68293402784226,166.0574217018011,5213.0,11024.0,2414.0,19.114,0.27936775181818185,0.0,Unknown
Aguilar de Segarra,286.0,154.0,132.0,6.612733911968905,43.24988783872677,94.0,221.0,56.0,Unknown,0.0,1.38785378,Unknown
Aguilar del Alfambra,76.0,41.0,35.0,1.946460472935167,39.04523161746805,19.0,41.0,22.0,Unknown,0.0,0.0,Unknown
Aguilar del Río Alhama,457.0,238.0,219.0,8.445871162691256,54.10927910181121,102.0,295.0,175.0,Unknown,0.0,0.0,Unknown
Águilas,35956.0,17929.0,18027.0,142.75719459275845,251.86821653767575,14045.0,29233.0,5798.0,23.386,3.393694633,0.4159484136666666,Unknown
Aguilón,234.0,134.0,100.0,3.9359286716385857,59.45229690927867,32.0,132.0,103.0,Unknown,0.0,0.0,Unknown
Agüimes,32105.0,16197.0,15908.0,406.8877844694999,Unknown,12309.0,27674.0,3478.0,25.787,4.203940315652174,2.5116776795652176,1.0
aguino,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0
Agullana,885.0,445.0,440.0,32.094338521757386,27.57495685415174,299.0,658.0,183.0,Unknown,0.0,3.63924051,Unknown
Agullent,2369.0,1184.0,1185.0,145.88300361275964,16.239040473065746,877.0,1979.0,434.0,25.982,2.55840823,3.22894998,Unknown
Agulo,1099.0,547.0,552.0,43.9527757300652,Unknown,286.0,734.0,333.0,22.572,0.0,0.0,Unknown
Agurain/Salvatierra,5029.0,2522.0,2507.0,133.15203992654995,37.76885433204121,1880.0,4226.0,792.0,Unknown,0.0,0.0,Unknown
Ahigal,1393.0,711.0,682.0,26.7516393465282,52.07157520164394,382.0,962.0,439.0,15.354,0.0,0.0,Unknown
Ahigal de los Aceiteros,114.0,62.0,52.0,4.085730381253649,27.901987983118136,14.0,64.0,56.0,Unknown,0.0,0.0,Unknown
Ahigal de Villarino,24.0,14.0,10.0,0.9956181129020332,24.10562814093917,5.0,22.0,12.0,Unknown,0.0,0.0,Unknown
Ahillones,851.0,424.0,427.0,39.50213722547911,21.543138163448532,238.0,606.0,287.0,Unknown,0.0,0.0,Unknown
Aia,2056.0,1087.0,969.0,37.187233706604914,55.28779086449845,804.0,1738.0,343.0,Unknown,0.0,0.0,Unknown
Aibar/Oibar,782.0,409.0,373.0,16.391421109353423,47.70788297018176,233.0,567.0,224.0,Unknown,0.0,0.0,Unknown
Aielo de Malferit,4592.0,2320.0,2272.0,171.73225047876633,26.73929903788091,1804.0,3873.0,773.0,23.353,1.32743363,0.0,Unknown
Aielo de Rugat,160.0,88.0,72.0,20.43227258970264,7.830749090565484,37.0,108.0,47.0,Unknown,0.0,0.0,Unknown
Aiguafreda,2556.0,1239.0,1317.0,322.66193587679714,7.921603746206879,807.0,1939.0,562.0,34.846,5.68692424,5.13389431,Unknown
Aiguamúrcia,960.0,495.0,465.0,13.192003314120774,72.77135831010686,297.0,701.0,192.0,Unknown,0.0,4.16666667,Unknown
Aiguaviva,789.0,395.0,394.0,56.48266504461321,13.968887611390205,297.0,646.0,121.0,Unknown,0.0,4.58937198,Unknown
Aigües,1049.0,544.0,505.0,56.78568232678001,18.47296637140686,288.0,731.0,205.0,60.883,0.0,4.7826087,Unknown
Aín,135.0,71.0,64.0,10.985045271217723,12.289435015230923,27.0,83.0,42.0,Unknown,0.0,0.0,Unknown
ainsa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0
Aínsa-Sobrarbe,2312.0,1159.0,1153.0,8.118880324628375,284.7683310451835,762.0,1781.0,370.0,29.123,5.11856137,3.42105263,Unknown
Ainzón,1067.0,548.0,519.0,26.37104552242164,40.461042740713374,341.0,819.0,266.0,23.836,0.0,3.125,Unknown
Aisa,336.0,183.0,153.0,4.152748150498597,80.91027623711263,80.0,242.0,79.0,Unknown,0.0,0.0,Unknown
Aitona,2493.0,1311.0,1182.0,37.24718194933045,66.93123800322331,907.0,1950.0,595.0,21.467,3.900212025,1.348039215,Unknown
Aizarnazabal,795.0,405.0,390.0,121.44238414711442,6.546314168510911,311.0,668.0,109.0,Unknown,0.0,0.0,Unknown
Ajalvir,4676.0,2437.0,2239.0,236.17491335819136,19.798885213977872,1827.0,4093.0,466.0,32.885,8.890980405,6.388557255,Unknown
Ajamil de Cameros,67.0,47.0,20.0,1.012793695238435,66.15365035840456,7.0,37.0,25.0,Unknown,0.0,0.0,Unknown
Ajangiz,483.0,254.0,229.0,67.75264561823057,7.128872911053329,167.0,387.0,95.0,Unknown,0.0,0.0,Unknown
Ajofrín,2236.0,1128.0,1108.0,63.69574329184002,35.10438664252861,802.0,1768.0,476.0,22.463,0.0,1.43072289,Unknown
Alacant/Alicante,337304.0,163052.0,174252.0,1906.451106438844,176.9276950564272,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Alacón,235.0,121.0,114.0,4.947841094343811,47.49546226709732,54.0,144.0,120.0,Unknown,0.0,0.0,Unknown
Aladrén,58.0,37.0,21.0,2.7544868052689364,21.056553942844943,7.0,31.0,21.0,Unknown,0.0,0.0,Unknown
Alaejos,1380.0,740.0,640.0,13.465170487699355,102.48663403561446,357.0,972.0,410.0,21.177,0.0,0.0,Unknown
Alagón,7121.0,3568.0,3553.0,294.3652896512373,24.19103151882116,2565.0,5838.0,1256.0,26.847,4.93029981,3.4708147,Unknown
Alagón del Río,933.0,461.0,472.0,65.28160470347085,14.291928089665891,310.0,728.0,206.0,Unknown,0.0,0.0,Unknown
Alaior,9477.0,4776.0,4701.0,86.31382320164798,109.7970133689902,3360.0,7495.0,1517.0,29.822,6.198998926,4.650833308,8.0
Alájar,814.0,417.0,397.0,19.63405290201955,41.45858239570457,276.0,628.0,135.0,Unknown,0.0,0.0,Unknown
Alajeró,2047.0,1080.0,967.0,41.26446891573586,Unknown,645.0,1606.0,400.0,24.235,6.87382298,2.38095238,Unknown
Alameda,5453.0,2765.0,2688.0,83.7487709455757,65.11140328905415,2154.0,4528.0,838.0,18.43,0.0,0.0,Unknown
Alameda de la Sagra,3757.0,1960.0,1797.0,113.87256845817436,32.993020627087674,1450.0,2982.0,580.0,23.409,4.3988769649999995,1.576541275,Unknown
Alameda del Valle,246.0,148.0,98.0,9.554250449588942,25.74770268981004,40.0,141.0,54.0,Unknown,0.0,3.67302236,Unknown
Alamedilla,564.0,286.0,278.0,6.217114618334972,90.7173238107434,156.0,443.0,156.0,Unknown,0.0,0.0,Unknown
Alamillo,470.0,242.0,228.0,6.988175768227249,67.25646514744562,137.0,319.0,188.0,Unknown,0.0,0.0,Unknown
Alaminos,57.0,26.0,31.0,2.9237203686288766,19.495708485531747,3.0,33.0,29.0,Unknown,0.0,0.0,Unknown
"alamus, els",Unknown,Unknown,Unknown,Unknown,Unknown,296.0,626.0,170.0,Unknown,5.2183935,0.0,Unknown
Alange,1850.0,948.0,902.0,11.542446934973876,160.2779731561475,684.0,1476.0,404.0,18.853,0.0,0.0,1.0
Alanís,1716.0,854.0,862.0,6.104384249042901,281.1094338088317,625.0,1386.0,360.0,17.99,0.0,0.0,Unknown
Alaquàs,29649.0,14501.0,15148.0,7599.537167950102,3.901421803032976,10776.0,24024.0,5317.0,25.623,5.308961363333333,0.23688475523809527,Unknown
Alar del Rey,908.0,444.0,464.0,15.678101314541156,57.91517619278594,222.0,620.0,308.0,Unknown,3.24074074,2.84343434,Unknown
Alaraz,429.0,226.0,203.0,8.724079491087098,49.17424244452211,115.0,283.0,180.0,Unknown,0.0,0.0,Unknown
Alarba,112.0,64.0,48.0,5.895007087913275,18.99912897978312,39.0,87.0,46.0,Unknown,0.0,0.0,Unknown
Alarcón,151.0,69.0,82.0,1.2587596472067608,119.9593586711134,41.0,107.0,46.0,Unknown,0.0,0.0,Unknown
Alarilla,127.0,82.0,45.0,5.735027659629852,22.144618568098903,51.0,123.0,33.0,Unknown,0.0,0.0,Unknown
Alaró,5741.0,2777.0,2964.0,125.56552406087349,45.72114872245342,2054.0,4642.0,852.0,37.789,6.64161641,6.254087076666667,Unknown
Alàs i Cerc,322.0,155.0,167.0,5.613250781815214,57.36426404520476,102.0,242.0,100.0,Unknown,0.0,0.0,Unknown
Alatoz,496.0,272.0,224.0,7.767761245356637,63.85366186383441,139.0,341.0,188.0,Unknown,0.0,0.0,Unknown
Alba,184.0,103.0,81.0,2.6461879387402565,69.53398785711154,30.0,109.0,69.0,Unknown,0.0,0.0,Unknown
Alba de Cerrato,83.0,47.0,36.0,2.3574510100265167,35.20751847948959,17.0,57.0,29.0,Unknown,0.0,0.0,Unknown
Alba de Tormes,5159.0,2586.0,2573.0,111.0216838696405,46.468399867341205,1759.0,4121.0,1045.0,24.241,2.9213527366666665,0.0,Unknown
Alba de Yeltes,216.0,120.0,96.0,9.66195167561856,22.35573176639508,34.0,122.0,98.0,Unknown,0.0,0.0,Unknown
Albacete,172722.0,84365.0,88357.0,153.25933477606057,1126.9917114828788,67232.0,145295.0,27755.0,28.2185,5.099009379912281,0.351007516491228,3.0
Albaida,5975.0,2962.0,3013.0,168.7174603068004,35.414236257082685,2103.0,4751.0,1157.0,26.937,2.970049818571429,0.0,Unknown
Albaida del Aljarafe,3221.0,1589.0,1632.0,294.9218426198075,10.921537622943331,1444.0,2869.0,324.0,20.823,0.0,2.048369695,Unknown
Albal,16646.0,8319.0,8327.0,2270.487468573256,7.331465260391912,6390.0,14226.0,2044.0,26.602,4.810099212142857,0.55414798,Unknown
Albalá,681.0,355.0,326.0,17.690966505774224,38.49422244837362,183.0,443.0,220.0,Unknown,0.0,0.0,Unknown
Albaladejo,1099.0,561.0,538.0,22.454786422468207,48.942794615064486,323.0,812.0,373.0,16.888,0.0,0.0,Unknown
Albaladejo del Cuende,236.0,125.0,111.0,4.276199487865765,55.18919327072524,34.0,116.0,136.0,Unknown,0.0,0.0,Unknown
Albalat de la Ribera,3368.0,1701.0,1667.0,234.63268915248648,14.354351101568612,1149.0,2656.0,673.0,23.127,3.20732647,1.35820537,Unknown
Albalat dels Sorells,4110.0,2014.0,2096.0,888.8526454773586,4.623938535720646,1369.0,3200.0,744.0,29.269,4.69223325,0.0,Unknown
Albalat dels Tarongers,1324.0,699.0,625.0,62.02733051820174,21.34542932830998,364.0,981.0,221.0,30.965,0.0,4.80289421,Unknown
Albalate de Cinca,1125.0,617.0,508.0,25.43405757477757,44.23203009163742,353.0,838.0,264.0,24.962,0.0,2.60173988,Unknown
Albalate de las Nogueras,256.0,137.0,119.0,6.382797496230967,40.10780541779175,47.0,162.0,106.0,Unknown,0.0,0.0,Unknown
Albalate de Zorita,1080.0,599.0,481.0,20.255227812895686,53.31956816167763,235.0,687.0,231.0,Unknown,0.0,4.02298851,Unknown
Albalate del Arzobispo,1977.0,1013.0,964.0,9.611840380059617,205.68381515171788,628.0,1470.0,534.0,24.798,0.0,0.0,Unknown
Albalatillo,188.0,99.0,89.0,20.550374550837724,9.148251752537345,29.0,101.0,80.0,Unknown,0.0,0.0,Unknown
Albanchez,726.0,379.0,347.0,20.794516441176683,34.91305037333768,142.0,424.0,329.0,Unknown,0.0,0.0,Unknown
Albanchez de Mágina,992.0,519.0,473.0,25.54976865850294,38.8261832527342,288.0,701.0,326.0,Unknown,0.0,0.0,2.0
Albanyà,178.0,90.0,88.0,1.8861488705678104,94.37219022187496,55.0,119.0,20.0,Unknown,0.0,0.0,Unknown
albarate de zorita,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,25.508,Unknown,Unknown,Unknown
Albares,479.0,250.0,229.0,16.27308785694662,29.435101943207755,117.0,342.0,198.0,Unknown,0.0,3.15315315,Unknown
Albarracín,990.0,505.0,485.0,2.188207695935925,452.425060856284,339.0,769.0,247.0,25.333,4.32627974,3.53238265,Unknown
Albarreal de Tajo,708.0,371.0,337.0,17.08366176886394,41.443105674825226,226.0,535.0,157.0,Unknown,0.0,3.2278481,Unknown
Albatana,681.0,354.0,327.0,22.307262699333105,30.52817412780812,210.0,472.0,221.0,Unknown,0.0,0.0,Unknown
Albatàrrec,2224.0,1148.0,1076.0,207.94343659802917,10.69521614331673,970.0,2063.0,272.0,27.752,4.9382716,2.91289593,Unknown
Albatera,12714.0,6420.0,6294.0,206.58827116485017,61.542700020247885,5214.0,10260.0,1782.0,21.939,3.24617981,0.0,Unknown
Albelda,686.0,358.0,328.0,13.230449662342911,51.8500895666852,173.0,460.0,261.0,Unknown,0.0,0.0,Unknown
