municipio,poblacion_total,hombres,mujeres,densidad,superficie_km2,poblacion_menor_35,poblacion_menor_65,poblacion_65_mas,renta_bruta_media,alquiler_m2_colectiva,alquiler_m2_unifamiliar,num_bancos,municipio_key,provincia
A Arnoia,952.0,473.0,479.0,46.001883957284576,20.69480460591543,218.0,602.0,393.0,22.278,0.0,0.0,1.0,a arnoia,Ourense
A Baña,3389.0,1597.0,1792.0,34.55052733604496,98.08822791727448,760.0,2180.0,1325.0,23.194,0.0,0.0,1.0,a bana,"Coruña, A"
A Bola,1075.0,508.0,567.0,30.7990266898203,34.903700393730595,208.0,663.0,536.0,19.074,0.0,0.0,2.0,a bola,Ourense
A Cañiza,5115.0,2512.0,2603.0,48.69775115325253,105.0356511105209,1441.0,3612.0,1561.0,20.975,0.742729832,0.710382514,3.0,a caniza,Pontevedra
A Capela,1242.0,617.0,625.0,21.52306152337824,57.70554521952863,296.0,836.0,402.0,26.737,0.0,0.0,1.0,a capela,"Coruña, A"
a carida,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,1.0,a carida,
A Coruña,245468.0,113806.0,131662.0,6364.888022278336,38.56595734925966,74464.0,185187.0,59663.0,33.057,6.341972839193549,0.2457914104838709,20.0,a coruna,"Coruña, A"
A Estrada,20261.0,9736.0,10525.0,72.17121514546173,280.7351928211791,6024.0,14932.0,5729.0,23.865,1.186745952105263,0.1540588210526315,3.0,a estrada,Pontevedra
a feira do monte,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,1.0,a feira do monte,
A Fonsagrada,3328.0,1751.0,1577.0,7.590808397144948,438.42497740447857,671.0,2143.0,1446.0,19.939,0.9785345733333334,0.7555106566666666,2.0,a fonsagrada,Lugo
A Guarda,9991.0,4896.0,5095.0,477.9872766412933,20.90223001374526,3223.0,7805.0,2208.0,24.585,3.16657707375,0.0,2.0,a guarda,Pontevedra
A Gudiña,1232.0,625.0,607.0,7.193416628233302,171.26771097402408,301.0,862.0,446.0,20.73,0.0,3.14926661,1.0,a gudina,Ourense
A Illa de Arousa,4951.0,2435.0,2516.0,843.3938879825445,5.8703294754045805,1676.0,3943.0,1015.0,18.933,5.06873648,0.0,2.0,a illa de arousa,Pontevedra
A Lama,2410.0,1195.0,1215.0,21.563309712790616,111.7639189947947,570.0,1570.0,860.0,19.648,0.0,0.0,3.0,a lama,Pontevedra
A Laracha,11521.0,5669.0,5852.0,91.44153580180844,125.99307195551444,3255.0,8357.0,2945.0,25.63,1.5737127027272726,0.4649021818181818,1.0,a laracha,"Coruña, A"
A Merca,1939.0,968.0,971.0,38.02828716578168,50.98836010012925,354.0,1123.0,788.0,21.877,0.0,1.44230769,4.0,a merca,Ourense
A Mezquita,1006.0,528.0,478.0,9.647647137151983,104.2741287796492,234.0,620.0,419.0,19.833,0.0,0.0,2.0,a mezquita,Ourense
A Pastoriza,2918.0,1474.0,1444.0,16.675260945076666,174.9897653542587,748.0,1993.0,1063.0,21.966,0.0,0.0,1.0,a pastoriza,Lugo
A Peroxa,1826.0,906.0,920.0,33.49310226972829,54.51868821510672,346.0,1096.0,775.0,20.565,0.0,0.0,1.0,a peroxa,Ourense
a pobra de san xiao,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,1.0,a pobra de san xiao,
A Pobra de Trives,2015.0,1000.0,1015.0,23.93237176523878,84.1955832779909,482.0,1359.0,759.0,23.508,1.31313667,0.0,1.0,a pobra de trives,Ourense
A Pobra do Brollón,1615.0,794.0,821.0,9.138827850374428,176.7185055284559,266.0,871.0,814.0,21.871,0.0,0.0,1.0,a pobra do brollon,Lugo
A Pobra do Caramiñal,9291.0,4543.0,4748.0,287.01050660088896,32.37163722692521,2894.0,7218.0,2172.0,25.581,2.4021207185714286,0.5,1.0,a pobra do caraminal,"Coruña, A"
a ponte do porto,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,1.0,a ponte do porto,
A Pontenova,2207.0,1058.0,1149.0,16.246235762527967,135.84685291164232,496.0,1459.0,824.0,23.019,1.12092598,0.0,1.0,a pontenova,Lugo
A Rúa,4245.0,2109.0,2136.0,118.21328033920476,35.9096709592972,1166.0,3042.0,1317.0,26.702,1.7448162320000002,0.0,1.0,a rua,Ourense
A Teixeira,336.0,172.0,164.0,12.155960604584964,27.640760852191978,45.0,167.0,165.0,19.296,0.0,0.0,1.0,a teixeira,Ourense
A Veiga,886.0,452.0,434.0,3.0469085203442843,290.7865444873569,158.0,504.0,400.0,21.369,0.0,0.0,1.0,a veiga,Ourense
Ababuj,76.0,44.0,32.0,1.3996189137663309,54.300495122266085,14.0,48.0,28.0,27.619,0.0,0.0,1.0,ababuj,Teruel
Abades,835.0,417.0,418.0,26.11005116450671,31.980021591649585,271.0,637.0,208.0,21.867,0.0,0.0,1.0,abades,Segovia
Abadía,359.0,193.0,166.0,7.964697249796023,45.07390409713239,116.0,246.0,89.0,16.233,0.0,0.0,1.0,abadia,Cáceres
Abadín,2297.0,1144.0,1153.0,11.745771388858964,195.55974009325075,462.0,1389.0,1039.0,18.664,0.0,0.0,1.0,abadin,Lugo
Abadiño,7618.0,3829.0,3789.0,211.3451087632492,36.04531017812084,2582.0,6097.0,1436.0,27.935,0.0,0.0,1.0,abadino,Bizkaia
Abáigar,84.0,49.0,35.0,17.280722165140464,4.860907964219748,24.0,62.0,25.0,31.251,0.0,0.0,1.0,abaigar,Navarra
Abajas,29.0,19.0,10.0,0.8268235216920634,35.073990082735655,3.0,15.0,12.0,21.137,0.0,0.0,2.0,abajas,Burgos
Ábalos,248.0,144.0,104.0,13.61149052255397,18.21990028124172,75.0,193.0,62.0,26.786,0.0,0.0,1.0,abalos,"Rioja, La"
Abaltzisketa,312.0,168.0,144.0,27.91068132161173,11.17851608152657,117.0,266.0,54.0,24.464,0.0,0.0,1.0,abaltzisketa,Gipuzkoa
Abánades,55.0,34.0,21.0,1.524268754024838,36.08287570992469,5.0,26.0,27.0,22.597,0.0,0.0,2.0,abanades,Guadalajara
Abanilla,6116.0,3099.0,3017.0,25.95725119164008,235.6181690752274,1979.0,4499.0,1564.0,22.315,0.52868077,0.3823238616666666,3.0,abanilla,Murcia
Abanto,89.0,53.0,36.0,1.3940392879814487,63.84325088059094,16.0,50.0,47.0,22.433,0.0,0.0,1.0,abanto,Zaragoza
Abanto y Ciérvana-Abanto Zierbena,9436.0,4683.0,4753.0,582.6120087872054,16.196027300642935,3057.0,7849.0,1696.0,17.964,0.0,0.0,2.0,abanto y ciervana-abanto zierbena,Bizkaia
Abarán,13066.0,6531.0,6535.0,113.58034174100013,115.03751265157048,5041.0,10785.0,2245.0,21.57,1.74554629,0.5151806,1.0,abaran,Murcia
Abarca de Campos,45.0,28.0,17.0,3.949130356776239,11.394913799891498,6.0,28.0,14.0,22.636,0.0,0.0,2.0,abarca de campos,Palencia
Abárzuza/Abartzuza,538.0,270.0,268.0,23.36950521833084,23.021454454157524,191.0,410.0,140.0,31.251,0.0,0.0,1.0,abarzuza,Navarra
Abaurregaina/Abaurrea Alta,128.0,80.0,48.0,5.993300396867753,21.35718077253327,18.0,70.0,51.0,31.251,0.0,0.0,1.0,abaurregaina,Navarra
Abaurrepea/Abaurrea Baja,29.0,19.0,10.0,2.6632060265464004,10.88913126169465,6.0,19.0,14.0,31.251,0.0,0.0,1.0,abaurrepea,Navarra
Abegondo,5494.0,2701.0,2793.0,65.48556953419923,83.8963460053716,1418.0,3819.0,1635.0,27.317,0.0,1.916178535,1.0,abegondo,"Coruña, A"
Abejar,273.0,142.0,131.0,11.650543886783742,23.4323824409338,67.0,196.0,106.0,21.77,0.0,0.0,1.0,abejar,Soria
Abejuela,57.0,36.0,21.0,0.657717457089486,86.66335275976238,4.0,30.0,19.0,27.619,0.0,0.0,1.0,abejuela,Teruel
Abella de la Conca,171.0,89.0,82.0,2.195420203068589,77.88941714255401,49.0,134.0,47.0,28.676,0.0,0.0,1.0,abella de la conca,Lleida
Abengibre,748.0,365.0,383.0,24.31006267051057,30.76915144720563,195.0,533.0,224.0,19.488,0.0,0.0,1.0,abengibre,Albacete
Abenójar,1339.0,691.0,648.0,3.162260031032358,423.4313392510189,421.0,984.0,411.0,19.356,0.0,0.0,1.0,abenojar,Ciudad Real
Aberin,346.0,187.0,159.0,16.284486488227152,21.24721588550798,101.0,277.0,79.0,31.251,0.0,0.0,1.0,aberin,Navarra
Abertura,400.0,204.0,196.0,6.3788090484496,62.70763036827727,114.0,278.0,125.0,17.303,0.0,0.0,1.0,abertura,Cáceres
Abezames,58.0,29.0,29.0,2.493008637460185,23.26506179260131,8.0,30.0,30.0,21.648,0.0,0.0,2.0,abezames,Zamora
Abia de la Obispalía,57.0,35.0,22.0,0.9039673241749264,63.05537653368757,7.0,32.0,32.0,21.181,0.0,0.0,1.0,abia de la obispalia,Cuenca
Abia de las Torres,167.0,90.0,77.0,6.14890986687538,27.15928572959591,43.0,123.0,41.0,22.636,0.0,0.0,2.0,abia de las torres,Palencia
Abiego,271.0,138.0,133.0,7.095847286154674,38.191351796532,52.0,163.0,74.0,24.076,0.0,0.0,2.0,abiego,Huesca
Abizanda,143.0,73.0,70.0,3.189225276848708,44.838475675603306,43.0,110.0,41.0,24.076,0.0,0.0,2.0,abizanda,Huesca
Abla,1258.0,646.0,612.0,27.80451342802707,45.24445296467337,378.0,891.0,344.0,18.721,0.0,0.0,1.0,abla,Almería
Ablanque,60.0,33.0,27.0,1.1674200650643571,51.39538183001192,3.0,32.0,28.0,22.597,0.0,0.0,2.0,ablanque,Guadalajara
Ablitas,2480.0,1252.0,1228.0,32.009780650284256,77.47631972535797,842.0,1922.0,561.0,31.251,0.0,0.0,2.0,ablitas,Navarra
Abrera,12620.0,6373.0,6247.0,630.9373865978188,20.00198477387808,4757.0,10498.0,1836.0,34.28,5.538295231428571,3.76573961,1.0,abrera,Barcelona
Abrucena,1208.0,639.0,569.0,14.436421004209068,83.67724934371176,331.0,833.0,317.0,18.012,0.0,0.0,1.0,abrucena,Almería
Abusejo,166.0,87.0,79.0,7.1851969503913695,23.103054953971466,32.0,106.0,87.0,21.727,0.0,0.0,1.0,abusejo,Salamanca
Acebedo,185.0,106.0,79.0,3.686844207326469,50.17841535923037,36.0,128.0,74.0,24.098,0.0,0.0,2.0,acebedo,León
Acebo,560.0,271.0,289.0,9.821543391352348,57.017515240330525,134.0,385.0,195.0,19.587,0.0,0.0,1.0,acebo,Cáceres
Acedera,820.0,419.0,401.0,9.960315400004015,82.32671025655165,257.0,577.0,221.0,19.529,0.0,0.0,1.0,acedera,Badajoz
Acehúche,813.0,413.0,400.0,8.92790070049729,91.06284078122816,286.0,610.0,191.0,21.851,0.0,0.0,1.0,acehuche,Cáceres
Aceituna,587.0,299.0,288.0,14.647537005025075,40.07499689528827,189.0,436.0,171.0,16.419,0.0,0.0,1.0,aceituna,Cáceres
Acered,140.0,82.0,58.0,4.604701623708264,30.40370721941697,29.0,93.0,72.0,22.433,0.0,0.0,2.0,acered,Zaragoza
Aceuchal,5467.0,2725.0,2742.0,86.6703058819413,63.07812052084968,2174.0,4431.0,1030.0,19.702,0.0,0.0,2.0,aceuchal,Badajoz
Adahuesca,190.0,106.0,84.0,3.621211287085222,52.46863133273132,59.0,124.0,48.0,24.076,0.0,0.0,1.0,adahuesca,Huesca
Adalia,52.0,30.0,22.0,3.1978294241072365,16.261029937366736,10.0,39.0,19.0,18.755,0.0,0.0,6.0,adalia,Valladolid
Adamuz,4141.0,2122.0,2019.0,12.362027143641054,334.9774233532648,1524.0,3314.0,871.0,16.924,0.0,0.0,11.0,adamuz,Córdoba
Adanero,196.0,106.0,90.0,6.238473377218512,31.417942844117515,42.0,135.0,67.0,18.469,0.0,0.0,1.0,adanero,Ávila
Adeje,48733.0,24562.0,24171.0,459.9526093136988,84.19276959935293,19681.0,42565.0,4715.0,26.255,8.257732984999999,5.703471112222222,1.0,adeje,Santa Cruz de Tenerife
Ademuz,1027.0,556.0,471.0,10.237862671576222,100.31390661756971,346.0,785.0,261.0,19.863,1.98019802,0.0,1.0,ademuz,Valencia/València
Adiós,167.0,94.0,73.0,21.61802155287022,7.725036243098177,43.0,121.0,35.0,31.251,0.0,0.0,1.0,adios,Navarra
Adobes,32.0,18.0,14.0,0.979796520369263,32.65984246192253,3.0,19.0,12.0,22.597,0.0,0.0,2.0,adobes,Guadalajara
Ador,1772.0,931.0,841.0,128.1239775409735,13.830354270989767,415.0,1076.0,317.0,25.172,0.0,3.18610022,1.0,ador,Valencia/València
Adra,25501.0,13058.0,12443.0,284.3106362345216,89.69414699970909,10527.0,21405.0,3454.0,20.359,2.1436112325,0.0,1.0,adra,Almería
Adrada de Haza,197.0,97.0,100.0,19.16653128214703,10.278333470986416,64.0,148.0,71.0,21.137,0.0,0.0,2.0,adrada de haza,Burgos
Adrada de Pirón,39.0,20.0,19.0,3.637985923020209,10.720217401947147,15.0,32.0,12.0,21.867,0.0,0.0,1.0,adrada de piron,Segovia
Adradas,55.0,29.0,26.0,0.8151663739609186,67.47088908090419,0.0,24.0,20.0,21.77,0.0,0.0,2.0,adradas,Soria
Adrados,125.0,74.0,51.0,6.869434563367959,18.196548616472267,16.0,63.0,76.0,21.867,0.0,0.0,1.0,adrados,Segovia
Aduna,482.0,258.0,224.0,69.34090526643617,6.951163936322414,182.0,403.0,66.0,24.464,0.0,0.0,1.0,aduna,Gipuzkoa
Agaete,5695.0,2856.0,2839.0,127.94410538452811,91.73176328281912,1788.0,4453.0,1120.0,26.895,2.3573537260000004,5.6903182580000005,1.0,agaete,"Palmas, Las"
Agallas,128.0,65.0,63.0,2.869257691719305,44.610841462378495,23.0,75.0,71.0,18.514,0.0,0.0,1.0,agallas,Salamanca
Àger,588.0,322.0,266.0,3.652555170926427,160.98319463600623,160.0,426.0,185.0,28.555,4.95098039,3.23437194,1.0,ager,Lleida
Agolada,2228.0,1115.0,1113.0,15.068523294355389,147.85788603682224,477.0,1432.0,938.0,20.217,0.0,0.0,3.0,agolada,Pontevedra
Agón,135.0,79.0,56.0,7.289104065650849,18.52079470729106,28.0,97.0,49.0,22.433,0.0,0.0,2.0,agon,Zaragoza
Agoncillo,1153.0,636.0,517.0,33.04359509596844,34.89329767694298,341.0,860.0,245.0,25.847,3.62745098,3.28210425,4.0,agoncillo,"Rioja, La"
Agost,4906.0,2474.0,2432.0,73.62182172861507,66.63785118065277,1672.0,3785.0,928.0,23.022,2.9567661533333336,2.1969252966666666,2.0,agost,Alicante/Alacant
Agramunt,5464.0,2763.0,2701.0,68.84256073510433,79.3695054578902,1963.0,4327.0,1066.0,29.313,3.88762378,0.7575757575,4.0,agramunt,Lleida
Ágreda,3006.0,1546.0,1460.0,18.23916152542223,164.8102077395475,992.0,2209.0,799.0,26.734,3.390366415,1.140625,6.0,agreda,Soria
Agres,580.0,319.0,261.0,22.44869645604432,25.83668949935108,171.0,413.0,138.0,21.437,0.0,0.0,1.0,agres,Alicante/Alacant
Agrón,255.0,131.0,124.0,9.442830893215728,27.00461364644438,90.0,209.0,79.0,15.5,0.0,0.0,2.0,agron,Granada
agrupacion municipios pequenos,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,5659.0,1436.0,22.86984090909091,1.9066128272727276,0.0,1.0,agrupacion municipios pequenos,
Aguadulce,2022.0,999.0,1023.0,147.66723078136883,13.692949947667843,771.0,1610.0,416.0,17.897,0.0,0.0,1.0,aguadulce,Sevilla
Aguarón,616.0,327.0,289.0,16.82043146620018,36.622128346577874,163.0,438.0,193.0,22.433,0.0,0.0,2.0,aguaron,Zaragoza
Aguas Cándidas,56.0,35.0,21.0,3.11883061991668,17.955447674005473,6.0,32.0,25.0,21.137,0.0,0.0,2.0,aguas candidas,Burgos
Aguasal,17.0,11.0,6.0,0.6291374664330103,27.0211216260638,3.0,14.0,9.0,24.412,0.0,0.0,6.0,aguasal,Valladolid
Aguatón,17.0,8.0,9.0,0.785673331643113,21.63749145519189,1.0,10.0,8.0,27.619,0.0,0.0,1.0,aguaton,Teruel
Aguaviva,547.0,267.0,280.0,12.977233950429758,42.150738908570375,176.0,401.0,121.0,27.619,0.0,0.0,1.0,aguaviva,Teruel
Agudo,1638.0,824.0,814.0,7.123023058942915,229.95854238370043,512.0,1121.0,566.0,19.156,0.0,0.0,1.0,agudo,Ciudad Real
Agüero,139.0,79.0,60.0,1.4762533158506186,94.15728215987652,20.0,78.0,52.0,24.076,0.0,0.0,1.0,aguero,Huesca
Aguilafuente,557.0,278.0,279.0,9.195444300207043,60.57347332172505,177.0,415.0,172.0,21.867,0.0,0.0,1.0,aguilafuente,Segovia
Aguilar de Bureba,52.0,33.0,19.0,5.504927053299192,9.44608338975819,9.0,39.0,22.0,21.137,0.0,0.0,2.0,aguilar de bureba,Burgos
Aguilar de Campoo,6711.0,3232.0,3479.0,28.518942760417257,235.31727863749927,2170.0,5323.0,1519.0,27.5,4.452221571666667,1.0057471266666669,2.0,aguilar de campoo,Palencia
Aguilar de Campos,257.0,150.0,107.0,5.15738671324088,49.83143872849168,52.0,163.0,81.0,23.563,0.0,0.0,6.0,aguilar de campos,Valladolid
Aguilar de Codés,69.0,43.0,26.0,3.695532202909812,18.6711943534602,9.0,38.0,34.0,31.251,0.0,0.0,1.0,aguilar de codes,Navarra
Aguilar de la Frontera,13398.0,6684.0,6714.0,80.68293402784226,166.0574217018011,5213.0,11024.0,2414.0,19.114,0.2793677518181818,0.0,1.0,aguilar de la frontera,Córdoba
Aguilar de Segarra,286.0,154.0,132.0,6.612733911968905,43.24988783872677,94.0,221.0,56.0,37.26,0.0,1.38785378,3.0,aguilar de segarra,Barcelona
Aguilar del Alfambra,76.0,41.0,35.0,1.946460472935167,39.04523161746805,19.0,41.0,22.0,27.619,0.0,0.0,1.0,aguilar del alfambra,Teruel
Aguilar del Río Alhama,457.0,238.0,219.0,8.445871162691256,54.10927910181121,102.0,295.0,175.0,26.786,0.0,0.0,1.0,aguilar del rio alhama,"Rioja, La"
Águilas,35956.0,17929.0,18027.0,142.75719459275845,251.86821653767572,14045.0,29233.0,5798.0,23.386,3.393694633,0.4159484136666666,1.0,aguilas,Murcia
Aguilón,234.0,134.0,100.0,3.9359286716385857,59.45229690927867,32.0,132.0,103.0,22.433,0.0,0.0,1.0,aguilon,Zaragoza
Agüimes,32105.0,16197.0,15908.0,406.8877844694999,91.73176328281912,12309.0,27674.0,3478.0,25.787,4.203940315652174,2.5116776795652176,1.0,aguimes,"Palmas, Las"
aguino,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,1.0,aguino,
Agullana,885.0,445.0,440.0,32.094338521757386,27.57495685415174,299.0,658.0,183.0,30.929,0.0,3.63924051,1.0,agullana,Girona
Agullent,2369.0,1184.0,1185.0,145.88300361275964,16.239040473065746,877.0,1979.0,434.0,25.982,2.55840823,3.22894998,1.0,agullent,Valencia/València
Agulo,1099.0,547.0,552.0,43.9527757300652,71.8032054514663,286.0,734.0,333.0,22.572,0.0,0.0,1.0,agulo,Santa Cruz de Tenerife
Agurain/Salvatierra,5029.0,2522.0,2507.0,133.15203992654995,37.76885433204121,1880.0,4226.0,792.0,17.169,0.0,0.0,2.0,agurain,Araba/Álava
Ahigal,1393.0,711.0,682.0,26.7516393465282,52.07157520164394,382.0,962.0,439.0,15.354,0.0,0.0,1.0,ahigal,Cáceres
Ahigal de los Aceiteros,114.0,62.0,52.0,4.085730381253649,27.901987983118136,14.0,64.0,56.0,21.727,0.0,0.0,1.0,ahigal de los aceiteros,Salamanca
Ahigal de Villarino,24.0,14.0,10.0,0.9956181129020332,24.10562814093917,5.0,22.0,12.0,21.727,0.0,0.0,1.0,ahigal de villarino,Salamanca
Ahillones,851.0,424.0,427.0,39.50213722547911,21.54313816344853,238.0,606.0,287.0,18.199,0.0,0.0,2.0,ahillones,Badajoz
Aia,2056.0,1087.0,969.0,37.187233706604914,55.28779086449845,804.0,1738.0,343.0,19.488,0.0,0.0,2.0,aia,Gipuzkoa
Aibar/Oibar,782.0,409.0,373.0,16.391421109353423,47.70788297018176,233.0,567.0,224.0,31.251,0.0,0.0,1.0,aibar,Navarra
Aielo de Malferit,4592.0,2320.0,2272.0,171.73225047876633,26.73929903788091,1804.0,3873.0,773.0,23.353,1.32743363,0.0,1.0,aielo de malferit,Valencia/València
Aielo de Rugat,160.0,88.0,72.0,20.43227258970264,7.830749090565484,37.0,108.0,47.0,24.464,0.0,0.0,1.0,aielo de rugat,Valencia/València
Aiguafreda,2556.0,1239.0,1317.0,322.66193587679714,7.921603746206879,807.0,1939.0,562.0,34.846,5.68692424,5.13389431,1.0,aiguafreda,Barcelona
Aiguamúrcia,960.0,495.0,465.0,13.192003314120774,72.77135831010686,297.0,701.0,192.0,25.802,0.0,4.16666667,1.0,aiguamurcia,Tarragona
Aiguaviva,789.0,395.0,394.0,56.48266504461321,13.968887611390205,297.0,646.0,121.0,34.547,0.0,4.58937198,1.0,aiguaviva,Girona
Aigües,1049.0,544.0,505.0,56.78568232678001,18.47296637140686,288.0,731.0,205.0,60.883,0.0,4.7826087,3.0,aigues,Alicante/Alacant
Aín,135.0,71.0,64.0,10.985045271217723,12.289435015230923,27.0,83.0,42.0,23.732,0.0,0.0,2.0,ain,Castellón/Castelló
ainsa,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,2.0,ainsa,
Aínsa-Sobrarbe,2312.0,1159.0,1153.0,8.118880324628375,284.7683310451835,762.0,1781.0,370.0,29.123,5.11856137,3.42105263,3.0,ainsa-sobrarbe,Huesca
Ainzón,1067.0,548.0,519.0,26.37104552242164,40.461042740713374,341.0,819.0,266.0,23.836,0.0,3.125,2.0,ainzon,Zaragoza
Aisa,336.0,183.0,153.0,4.152748150498597,80.91027623711263,80.0,242.0,79.0,24.076,0.0,0.0,1.0,aisa,Huesca
Aitona,2493.0,1311.0,1182.0,37.24718194933045,66.93123800322331,907.0,1950.0,595.0,21.467,3.900212025,1.348039215,2.0,aitona,Lleida
Aizarnazabal,795.0,405.0,390.0,121.44238414711442,6.546314168510911,311.0,668.0,109.0,24.464,0.0,0.0,1.0,aizarnazabal,Gipuzkoa
Ajalvir,4676.0,2437.0,2239.0,236.17491335819136,19.798885213977872,1827.0,4093.0,466.0,32.885,8.890980405,6.388557255,2.0,ajalvir,Madrid
Ajamil de Cameros,67.0,47.0,20.0,1.012793695238435,66.15365035840456,7.0,37.0,25.0,26.786,0.0,0.0,1.0,ajamil de cameros,"Rioja, La"
Ajangiz,483.0,254.0,229.0,67.75264561823057,7.128872911053329,167.0,387.0,95.0,24.464,0.0,0.0,1.0,ajangiz,Bizkaia
Ajofrín,2236.0,1128.0,1108.0,63.69574329184002,35.10438664252861,802.0,1768.0,476.0,22.463,0.0,1.43072289,1.0,ajofrin,Toledo
Alacant/Alicante,337304.0,163052.0,174252.0,1906.451106438844,176.9276950564272,Unknown,269556.0,62021.0,28.18,5.635056940816327,0.5459344844489795,3.0,alacant,Alicante/Alacant
Alacón,235.0,121.0,114.0,4.947841094343811,47.49546226709732,54.0,144.0,120.0,27.619,0.0,0.0,1.0,alacon,Teruel
Aladrén,58.0,37.0,21.0,2.7544868052689364,21.056553942844943,7.0,31.0,21.0,22.433,0.0,0.0,2.0,aladren,Zaragoza
Alaejos,1380.0,740.0,640.0,13.465170487699355,102.48663403561446,357.0,972.0,410.0,21.177,0.0,0.0,6.0,alaejos,Valladolid
Alagón,7121.0,3568.0,3553.0,294.3652896512373,24.19103151882116,2565.0,5838.0,1256.0,26.847,4.93029981,3.4708147,2.0,alagon,Zaragoza
Alagón del Río,933.0,461.0,472.0,65.28160470347085,14.291928089665891,310.0,728.0,206.0,18.894,0.0,0.0,2.0,alagon del rio,Cáceres
Alaior,9477.0,4776.0,4701.0,86.31382320164798,109.7970133689902,3360.0,7495.0,1517.0,29.822,6.198998926,4.650833308,8.0,alaior,"Balears, Illes"
Alájar,814.0,417.0,397.0,19.63405290201955,41.45858239570457,276.0,628.0,135.0,22.841,0.0,0.0,1.0,alajar,Huelva
Alajeró,2047.0,1080.0,967.0,41.26446891573586,18.46325495823414,645.0,1606.0,400.0,24.235,6.87382298,2.38095238,2.0,alajero,Santa Cruz de Tenerife
Alameda,5453.0,2765.0,2688.0,83.7487709455757,65.11140328905415,2154.0,4528.0,838.0,18.43,0.0,0.0,3.0,alameda,Málaga
Alameda de la Sagra,3757.0,1960.0,1797.0,113.87256845817436,32.993020627087674,1450.0,2982.0,580.0,23.409,4.398876965,1.576541275,2.0,alameda de la sagra,Toledo
Alameda del Valle,246.0,148.0,98.0,9.554250449588942,25.74770268981004,40.0,141.0,54.0,27.688,0.0,3.67302236,2.0,alameda del valle,Madrid
Alamedilla,564.0,286.0,278.0,6.217114618334972,90.7173238107434,156.0,443.0,156.0,17.632,0.0,0.0,2.0,alamedilla,Granada
Alamillo,470.0,242.0,228.0,6.988175768227249,67.25646514744562,137.0,319.0,188.0,18.584,0.0,0.0,1.0,alamillo,Ciudad Real
Alaminos,57.0,26.0,31.0,2.9237203686288766,19.495708485531747,3.0,33.0,29.0,22.597,0.0,0.0,2.0,alaminos,Guadalajara
"alamus, els",3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,296.0,626.0,170.0,27.041,5.2183935,0.0,1.0,"alamus, els",
Alange,1850.0,948.0,902.0,11.542446934973876,160.2779731561475,684.0,1476.0,404.0,18.853,0.0,0.0,1.0,alange,Badajoz
Alanís,1716.0,854.0,862.0,6.104384249042901,281.1094338088317,625.0,1386.0,360.0,17.99,0.0,0.0,1.0,alanis,Sevilla
Alaquàs,29649.0,14501.0,15148.0,7599.537167950102,3.901421803032976,10776.0,24024.0,5317.0,25.623,5.308961363333333,0.2368847552380952,3.0,alaquas,Valencia/València
Alar del Rey,908.0,444.0,464.0,15.678101314541156,57.91517619278594,222.0,620.0,308.0,26.807,3.24074074,2.84343434,2.0,alar del rey,Palencia
Alaraz,429.0,226.0,203.0,8.724079491087098,49.17424244452211,115.0,283.0,180.0,28.131,0.0,0.0,1.0,alaraz,Salamanca
Alarba,112.0,64.0,48.0,5.895007087913275,18.99912897978312,39.0,87.0,46.0,22.433,0.0,0.0,2.0,alarba,Zaragoza
Alarcón,151.0,69.0,82.0,1.2587596472067608,119.9593586711134,41.0,107.0,46.0,22.013,0.0,0.0,2.0,alarcon,Cuenca
Alarilla,127.0,82.0,45.0,5.735027659629852,22.144618568098903,51.0,123.0,33.0,22.597,0.0,0.0,2.0,alarilla,Guadalajara
Alaró,5741.0,2777.0,2964.0,125.56552406087349,45.72114872245342,2054.0,4642.0,852.0,37.789,6.64161641,6.254087076666667,2.0,alaro,"Balears, Illes"
Alàs i Cerc,322.0,155.0,167.0,5.613250781815214,57.36426404520476,102.0,242.0,100.0,28.676,0.0,0.0,1.0,alas i cerc,Lleida
Alatoz,496.0,272.0,224.0,7.767761245356637,63.85366186383441,139.0,341.0,188.0,19.488,0.0,0.0,1.0,alatoz,Albacete
Alba,184.0,103.0,81.0,2.6461879387402565,69.53398785711154,30.0,109.0,69.0,27.619,0.0,0.0,1.0,alba,Teruel
Alba de Cerrato,83.0,47.0,36.0,2.3574510100265167,35.20751847948959,17.0,57.0,29.0,22.636,0.0,0.0,2.0,alba de cerrato,Palencia
Alba de Tormes,5159.0,2586.0,2573.0,111.0216838696405,46.468399867341205,1759.0,4121.0,1045.0,24.241,2.9213527366666665,0.0,4.0,alba de tormes,Salamanca
