municipio,poblacion_total,hombres,mujeres,densidad,superficie_km2,poblacion_menor_35,poblacion_menor_65,poblacion_65_mas,renta_bruta_media,alquiler_m2_colectiva,alquiler_m2_unifamiliar,num_bancos,municipio_key,provincia
Conquista,372.0,192.0,180.0,9.594201958020715,38.77341769828072,105.0,260.0,141.0,16.767,0.0,0.0,1.0,conquista,Córdoba
Conquista de la Sierra,192.0,112.0,80.0,4.596635388766456,41.76968233530586,55.0,134.0,51.0,16.419,0.0,0.0,1.0,conquista de la sierra,Cáceres
Consell,4243.0,2111.0,2132.0,309.6712112334825,13.70162884402228,1592.0,3403.0,605.0,32.008,5.896181193333334,5.059057076666667,1.0,consell,"Balears, Illes"
Constantí,6724.0,3470.0,3254.0,216.13821798783192,31.1097225775154,2714.0,5573.0,943.0,26.37,4.06481881,1.6830211666666666,1.0,constanti,Tarragona
Constantina,5864.0,2910.0,2954.0,12.18324071593382,481.31692845326313,2118.0,4750.0,1204.0,19.077,1.446902056,0.0,3.0,constantina,Sevilla
Constanzana,107.0,61.0,46.0,3.985542538178776,26.847034995866448,19.0,67.0,39.0,18.469,0.0,0.0,1.0,constanzana,Ávila
Consuegra,9942.0,5052.0,4890.0,27.733654428467297,358.48142644320984,3777.0,8025.0,2073.0,22.683,1.9104905971428567,0.0,2.0,consuegra,Toledo
Contamina,33.0,18.0,15.0,2.354215391381432,14.017408993590813,5.0,21.0,16.0,22.433,0.0,0.0,2.0,contamina,Zaragoza
Contreras,81.0,52.0,29.0,2.1248192928598417,38.120888807904365,6.0,40.0,40.0,21.137,0.0,0.0,2.0,contreras,Burgos
Coomonte,198.0,111.0,87.0,19.30926416255392,10.254145281412512,42.0,110.0,84.0,21.648,0.0,0.0,2.0,coomonte,Zamora
Copernal,31.0,19.0,12.0,3.0691047563868263,10.100665327727508,4.0,18.0,6.0,22.597,0.0,0.0,2.0,copernal,Guadalajara
Copons,322.0,158.0,164.0,17.22241057868477,18.696569712402614,96.0,240.0,66.0,37.26,0.0,0.0,3.0,copons,Barcelona
Corbalán,108.0,56.0,52.0,1.3100194026487155,82.44152703512317,32.0,87.0,22.0,27.619,0.0,0.0,1.0,corbalan,Teruel
Corbera,3088.0,1545.0,1543.0,152.35370860003786,20.26862377276737,1113.0,2495.0,665.0,52.16,2.7755609333333333,0.0,5.0,corbera,Valencia/València
Corbera d'Ebre,981.0,510.0,471.0,18.48807624981044,53.06122642208696,328.0,741.0,282.0,25.666,0.0,0.0,1.0,corbera d'ebre,Tarragona
Corbera de Llobregat,15017.0,7532.0,7485.0,821.3144597738957,18.28410521852265,5524.0,12577.0,2066.0,38.872,3.863803463636364,6.06828674909091,2.0,corbera de llobregat,Barcelona
corbera ebre,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,5659.0,1436.0,22.977,1.9066128272727276,0.0,1.0,corbera ebre,
Corbillos de los Oteros,193.0,112.0,81.0,6.069500681135693,31.79833237351031,36.0,115.0,94.0,23.832,0.0,0.0,2.0,corbillos de los oteros,León
Corbins,1499.0,839.0,660.0,70.1227248410408,21.37680763829472,489.0,1144.0,287.0,28.477,0.0,3.40909091,2.0,corbins,Lleida
Corçà,1275.0,655.0,620.0,79.24911729813654,16.08850727262271,404.0,972.0,281.0,34.547,0.0,5.0,1.0,corca,Girona
Corcos,203.0,114.0,89.0,4.765773518566274,42.59539384512551,34.0,148.0,61.0,23.563,0.0,0.0,6.0,corcos,Valladolid
Corcubión,1606.0,795.0,811.0,250.158449516364,6.41993106011374,442.0,1181.0,397.0,26.975,3.73067409,1.49993996,1.0,corcubion,"Coruña, A"
Córdoba,322071.0,154617.0,167454.0,256.7078016196796,1254.6210047685188,121952.0,266005.0,59703.0,27.106,5.203163431027668,0.6362511448616601,23.0,cordoba,Córdoba
Cordobilla de Lácara,878.0,455.0,423.0,23.8161286106366,36.86577337375789,307.0,702.0,214.0,16.614,0.0,0.0,2.0,cordobilla de lacara,Badajoz
Cordovilla,112.0,60.0,52.0,7.072331515280702,15.836361708724947,33.0,79.0,44.0,21.727,0.0,0.0,1.0,cordovilla,Salamanca
Cordovilla la Real,98.0,57.0,41.0,2.525366053365819,38.80625538202082,14.0,62.0,31.0,22.636,0.0,0.0,2.0,cordovilla la real,Palencia
Cordovín,158.0,80.0,78.0,34.37474776978024,4.596397362918311,25.0,90.0,67.0,26.786,0.0,0.0,1.0,cordovin,"Rioja, La"
Corduente,342.0,189.0,153.0,1.4683336307718031,232.9170924323472,95.0,244.0,101.0,36.919,0.0,2.46259523,1.0,corduente,Guadalajara
Corella,8220.0,4159.0,4061.0,101.0417276363914,81.35252823051957,2941.0,6275.0,1432.0,31.251,0.0,0.0,2.0,corella,Navarra
Corera,262.0,139.0,123.0,31.967059355962576,8.195936857455457,71.0,181.0,71.0,26.786,0.0,0.0,1.0,corera,"Rioja, La"
Coreses,1059.0,547.0,512.0,24.597085496223265,43.053881329257614,283.0,738.0,319.0,22.161,0.0,0.0,2.0,coreses,Zamora
Coria,12330.0,6048.0,6282.0,119.1748151111748,103.46145692357646,4353.0,10077.0,2454.0,22.848,2.4750467244444447,0.0,1.0,coria,Cáceres
Coria del Río,30774.0,15307.0,15467.0,491.0797230450728,62.66599608140504,12772.0,26365.0,4292.0,22.578,3.807630946666667,3.075477662222222,2.0,coria del rio,Sevilla
Coripe,1241.0,607.0,634.0,24.118196323601207,51.454925706264426,425.0,943.0,347.0,18.619,0.0,0.0,1.0,coripe,Sevilla
Coristanco,5878.0,2824.0,3054.0,41.63572554906711,141.17683605808335,1485.0,4151.0,2026.0,21.912,0.0,0.4392764859999999,1.0,coristanco,"Coruña, A"
Cornago,322.0,190.0,132.0,3.998194571973978,80.53635064614251,46.0,174.0,145.0,26.786,0.0,0.0,1.0,cornago,"Rioja, La"
Cornellà de Llobregat,89300.0,43334.0,45966.0,12951.548310146558,6.894928533759953,31640.0,69556.0,17617.0,30.855,10.354305507846156,0.36659398,5.0,cornella de llobregat,Barcelona
Cornellà del Terri,2422.0,1227.0,1195.0,86.96100033586129,27.85156553680084,853.0,1846.0,476.0,33.475,5.99134195,3.42465753,1.0,cornella del terri,Girona
Cornudella de Montsant,965.0,509.0,456.0,15.32688791299864,62.961248589910376,286.0,750.0,214.0,27.389,4.25099206,0.0,1.0,cornudella de montsant,Tarragona
Corpa,742.0,381.0,361.0,28.579933899551907,25.962271382707204,277.0,588.0,109.0,28.401,6.6283293,4.18303801,1.0,corpa,Madrid
Corporales,38.0,24.0,14.0,4.515960510226134,8.41459971006194,5.0,25.0,14.0,26.786,0.0,0.0,1.0,corporales,"Rioja, La"
Corral de Almaguer,5068.0,2624.0,2444.0,15.41797488192838,328.7072419569364,1813.0,4073.0,1282.0,21.463,1.6093643925,0.723140495,2.0,corral de almaguer,Toledo
Corral de Ayllón,71.0,41.0,30.0,3.931025654750373,18.061444069743327,16.0,51.0,27.0,21.867,0.0,0.0,1.0,corral de ayllon,Segovia
Corral de Calatrava,1102.0,531.0,571.0,7.4049396319936065,148.8195791953151,365.0,842.0,287.0,22.759,0.0,2.51224955,1.0,corral de calatrava,Ciudad Real
Corral-Rubio,306.0,165.0,141.0,3.229395085107985,94.7545877588923,87.0,221.0,109.0,22.066,0.0,0.0,1.0,corral-rubio,Albacete
Corrales de Duero,109.0,63.0,46.0,6.12705933147782,17.78993708123758,17.0,59.0,41.0,18.755,0.0,0.0,6.0,corrales de duero,Valladolid
Corrales del Vino,934.0,460.0,474.0,12.352649070231084,75.61131176719549,222.0,638.0,344.0,19.524,0.0,0.0,2.0,corrales del vino,Zamora
Corte de Peleas,1207.0,587.0,620.0,28.523805512119527,42.31553182786763,452.0,980.0,258.0,15.915,0.0,0.0,2.0,corte de peleas,Badajoz
Corteconcepción,571.0,307.0,264.0,11.622052828142309,49.13073520173198,179.0,410.0,133.0,22.841,0.0,0.0,1.0,corteconcepcion,Huelva
Cortegada,1061.0,523.0,538.0,39.45643841806667,26.89041491170627,242.0,678.0,427.0,19.296,0.0,0.0,2.0,cortegada,Ourense
Cortegana,4635.0,2335.0,2300.0,26.78333787217468,173.05535337383475,1651.0,3748.0,987.0,22.063,1.307947274,1.438301778,1.0,cortegana,Huelva
Cortelazor,303.0,141.0,162.0,7.588949978147628,39.92647215655501,86.0,233.0,72.0,22.841,0.0,0.0,1.0,cortelazor,Huelva
Cortes,3164.0,1618.0,1546.0,86.59582934670757,36.5375564143182,1068.0,2479.0,669.0,31.251,0.0,0.0,2.0,cortes,Navarra
Cortes de Aragón,63.0,28.0,35.0,2.5785863778730573,24.43199131919926,15.0,43.0,18.0,27.619,0.0,0.0,1.0,cortes de aragon,Teruel
Cortes de Arenoso,291.0,155.0,136.0,3.617747380691298,80.43679377756725,87.0,231.0,86.0,21.717,0.0,3.16524091,2.0,cortes de arenoso,Castellón/Castelló
Cortes de Baza,1870.0,932.0,938.0,13.30471588712038,140.55166723328924,490.0,1269.0,632.0,16.416,0.0,0.0,1.0,cortes de baza,Granada
Cortes de la Frontera,3034.0,1567.0,1467.0,17.30992734414631,175.27514354507133,1132.0,2536.0,645.0,20.207,0.0,0.366514615,1.0,cortes de la frontera,Málaga
Cortes de Pallás,758.0,423.0,335.0,3.252929599926293,233.02072077341452,169.0,527.0,291.0,26.109,0.0,0.0,5.0,cortes de pallas,Valencia/València
Cortes y Graena,990.0,514.0,476.0,44.19431526229568,22.401071136056657,321.0,743.0,250.0,15.5,0.0,0.0,2.0,cortes y graena,Granada
Corullón,862.0,432.0,430.0,11.013783537770442,78.26556578344535,143.0,508.0,406.0,22.614,0.0,0.0,2.0,corullon,León
Coruña del Conde,105.0,67.0,38.0,3.0564170616639275,34.35395035481104,17.0,64.0,48.0,21.137,0.0,0.0,2.0,coruna del conde,Burgos
Corvera de Asturias,15570.0,7614.0,7956.0,338.4084889553209,46.00948412395076,4673.0,12144.0,3577.0,27.91,4.351354848461538,1.3098533446153848,3.0,corvera de asturias,Asturias
Corvera de Toranzo,2054.0,1033.0,1021.0,41.04988177500023,50.03668491076887,593.0,1531.0,510.0,24.018,4.047758744999999,1.794763515,2.0,corvera de toranzo,Cantabria
Cosa,55.0,36.0,19.0,1.0033833258941232,54.81454453210995,2.0,28.0,24.0,27.619,0.0,0.0,1.0,cosa,Teruel
Coscurita,72.0,46.0,26.0,1.3100970341024702,54.95776123890413,7.0,44.0,35.0,21.77,0.0,0.0,1.0,coscurita,Soria
Coslada,81273.0,39711.0,41562.0,6753.112172019283,12.034895605132254,28953.0,67276.0,14584.0,30.516,8.400942639444445,0.4777548990740741,1.0,coslada,Madrid
Cospeito,4374.0,2142.0,2232.0,30.26972670171898,144.50080911208246,1074.0,3001.0,1595.0,21.602,0.0,0.912493375,1.0,cospeito,Lugo
Costitx,1379.0,681.0,698.0,89.74079575533486,15.366478404756313,420.0,1018.0,253.0,34.002,0.0,5.35640479,1.0,costitx,"Balears, Illes"
Costur,531.0,278.0,253.0,24.21317329515243,21.93021102716463,159.0,399.0,112.0,23.496,0.0,0.0,2.0,costur,Castellón/Castelló
Cosuenda,335.0,171.0,164.0,10.574084988186588,31.681228245684,88.0,242.0,125.0,22.433,0.0,0.0,2.0,cosuenda,Zaragoza
Cotanes del Monte,96.0,53.0,43.0,6.474824965191556,14.826655626382614,18.0,68.0,38.0,21.648,0.0,0.0,2.0,cotanes del monte,Zamora
Cotes,326.0,164.0,162.0,51.53585879052117,6.32569258863229,92.0,253.0,79.0,24.464,0.0,0.0,1.0,cotes,Valencia/València
Cotillas,134.0,71.0,63.0,9.261405964306508,14.468645529246476,24.0,85.0,43.0,19.488,0.0,0.0,1.0,cotillas,Albacete
Coto Mancomunado,3780.0,1850.0,1930.0,48.33043973572708,0.9187961490921775,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,1.0,coto mancomunado,
Covaleda,1621.0,841.0,780.0,15.532624900937131,104.36098279191692,450.0,1152.0,568.0,20.422,3.62214056,0.0,6.0,covaleda,Soria
Covarrubias,539.0,287.0,252.0,12.94883191891525,41.62537620189861,131.0,382.0,163.0,21.137,0.0,0.0,2.0,covarrubias,Burgos
Covelo,2455.0,1264.0,1191.0,18.226239838400005,134.69591214462548,462.0,1460.0,957.0,22.346,1.51964611,2.24124409,1.0,covelo,Pontevedra
"coves de vinroma, les",3780.0,1850.0,1930.0,48.33043973572708,78.211578886292,576.0,1302.0,520.0,23.785,2.93536585,2.03176568,1.0,"coves de vinroma, les",
Cox,7427.0,3768.0,3659.0,444.4723153309732,16.709702143022195,2999.0,6116.0,1110.0,23.252,1.4986572325,3.0257265275,2.0,cox,Alicante/Alacant
Cózar,923.0,467.0,456.0,14.201468313240992,64.99327954275154,270.0,678.0,295.0,18.584,0.0,0.0,1.0,cozar,Ciudad Real
Cozuelos de Fuentidueña,120.0,63.0,57.0,7.876360398127413,15.23546332751987,14.0,68.0,61.0,21.867,0.0,0.0,1.0,cozuelos de fuentiduena,Segovia
Crecente,1961.0,952.0,1009.0,34.08466762641151,57.53320001514292,406.0,1218.0,814.0,21.856,0.0,1.48449419,3.0,crecente,Pontevedra
Creixell,3912.0,1970.0,1942.0,375.7798145458594,10.410351617017437,1165.0,2701.0,825.0,29.693,7.041734249999999,5.8060193600000005,2.0,creixell,Tarragona
Crémenes,522.0,287.0,235.0,3.408884396596064,153.1292761119275,112.0,346.0,198.0,21.713,0.0,0.0,1.0,cremenes,León
Crespià,270.0,138.0,132.0,23.85550287706176,11.318143297646364,88.0,193.0,58.0,30.929,0.0,3.65338164,1.0,crespia,Girona
Crespos,494.0,263.0,231.0,15.474663705725725,31.92314931000516,132.0,350.0,146.0,18.469,0.0,0.0,1.0,crespos,Ávila
Cretas,555.0,284.0,271.0,10.556733073060236,52.57308261552112,169.0,390.0,181.0,27.619,0.0,0.0,1.0,cretas,Teruel
Crevillent,29717.0,15038.0,14679.0,284.2372485309446,104.5499847524901,11557.0,24142.0,4815.0,22.379,2.5636094152380955,0.6417460766666666,1.0,crevillent,Alicante/Alacant
Cristina,551.0,283.0,268.0,34.85287844131055,15.809311157121206,225.0,464.0,103.0,19.102,0.0,0.0,2.0,cristina,Badajoz
Cristóbal,159.0,92.0,67.0,7.199421177851025,22.08510879862989,29.0,89.0,66.0,21.727,0.0,0.0,1.0,cristobal,Salamanca
Crivillén,87.0,48.0,39.0,2.070213903636709,42.02464288698313,2.0,24.0,44.0,27.619,0.0,0.0,1.0,crivillen,Teruel
"cruilles, monells i sant sadurni de heura",3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,8772.0,2125.0,36.406,8.694820262727273,2.2128566327272727,1.0,"cruilles, monells i sant sadurni de heura",
"Cruïlles, Monells i Sant Sadurní de l'Heura",1327.0,664.0,663.0,13.303782425925409,99.7460690137297,411.0,1037.0,237.0,35.006,0.0,4.55693713,1.0,"cruilles, monells i sant sadurni de l'heura",Girona
Cuacos de Yuste,847.0,430.0,417.0,16.092294342556478,52.63388687591223,238.0,636.0,210.0,19.587,0.0,0.0,1.0,cuacos de yuste,Cáceres
Cuadros,2057.0,1040.0,1017.0,18.74966145042233,109.70864756353596,531.0,1480.0,538.0,27.319,0.0,2.91793173,3.0,cuadros,León
Cualedro,1639.0,860.0,779.0,13.916843720230064,117.77095675921731,278.0,944.0,756.0,18.754,0.0,0.0,2.0,cualedro,Ourense
Cuaña,3312.0,1621.0,1691.0,32378.073724403257,0.1022914466188195,Unknown,1160.0,540.0,24.995,4.7621729825,1.0979729725,3.0,cuana,Asturias
Cuarte de Huerva,13773.0,7006.0,6767.0,1565.9131215844866,8.795507113487648,6051.0,12347.0,708.0,36.464,6.775878191666667,3.1338253066666666,1.0,cuarte de huerva,Zaragoza
Cuarto del Madroño,3780.0,1850.0,1930.0,48.33043973572708,7.282685391520927,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,1.0,cuarto del madrono,
Cubas de la Sagra,6642.0,3304.0,3338.0,514.9573731704819,12.898154965927828,2674.0,5605.0,705.0,33.865,1.7850140066666669,5.05599483,2.0,cubas de la sagra,Madrid
Cubel,146.0,68.0,78.0,2.4906240903384416,58.619845751255305,40.0,104.0,64.0,22.433,0.0,0.0,1.0,cubel,Zaragoza
Cubelles,16051.0,8073.0,7978.0,1189.222828483801,13.497050019182872,5318.0,12490.0,2502.0,34.598,7.500243055999999,4.933798162,2.0,cubelles,Barcelona
Cubells,357.0,182.0,175.0,9.140558577836051,39.05669406962179,102.0,247.0,111.0,28.676,0.0,0.0,2.0,cubells,Lleida
Cubilla,27.0,15.0,12.0,1.3358877110368113,20.21127956858344,2.0,19.0,16.0,21.77,0.0,0.0,1.0,cubilla,Soria
Cubillas de Cerrato,63.0,38.0,25.0,2.9862407118725685,21.09675879426842,12.0,38.0,25.0,22.636,0.0,0.0,2.0,cubillas de cerrato,Palencia
Cubillas de los Oteros,133.0,75.0,58.0,10.656405307237,12.48075651830517,25.0,85.0,62.0,25.451,0.0,0.0,2.0,cubillas de los oteros,León
Cubillas de Rueda,389.0,212.0,177.0,4.480365431906308,86.82327500113938,71.0,241.0,163.0,20.823,0.0,0.0,1.0,cubillas de rueda,León
Cubillas de Santa Marta,352.0,202.0,150.0,14.949194021670303,23.54641992670253,80.0,244.0,63.0,18.755,0.0,0.0,6.0,cubillas de santa marta,Valladolid
Cubillo,76.0,48.0,28.0,3.706522118270781,20.50439672958342,15.0,50.0,27.0,21.867,0.0,0.0,1.0,cubillo,Segovia
Cubillo del Campo,102.0,60.0,42.0,7.256236168414803,14.05687433989389,30.0,64.0,31.0,21.137,0.0,0.0,2.0,cubillo del campo,Burgos
Cubillos,304.0,147.0,157.0,12.30941401234215,24.69654523726244,56.0,183.0,127.0,21.648,0.0,0.0,2.0,cubillos,Zamora
Cubillos del Sil,1796.0,937.0,859.0,33.6282274348902,53.40751318151849,567.0,1425.0,414.0,25.299,0.0,2.51798561,3.0,cubillos del sil,León
Cubla,52.0,35.0,17.0,1.069198878689685,48.63454408381588,16.0,43.0,11.0,27.619,0.0,0.0,1.0,cubla,Teruel
Cubo de Benavente,120.0,63.0,57.0,3.8354443709682857,31.28711783915279,22.0,61.0,54.0,21.648,0.0,0.0,2.0,cubo de benavente,Zamora
Cubo de Bureba,105.0,61.0,44.0,10.712235426474882,9.801875688849826,16.0,58.0,40.0,21.137,0.0,0.0,2.0,cubo de bureba,Burgos
Cubo de la Solana,179.0,103.0,76.0,1.3474860082160771,132.83996932701086,37.0,124.0,74.0,21.77,0.0,0.0,1.0,cubo de la solana,Soria
Cucalón,82.0,50.0,32.0,2.568431967943737,31.926093828231096,14.0,48.0,32.0,27.619,0.0,0.0,1.0,cucalon,Teruel
Cudillero,4968.0,2461.0,2507.0,48.94509982580999,101.50147854801692,1179.0,3485.0,1593.0,27.325,1.75263053,1.366425658,3.0,cudillero,Asturias
Cuelgamures,83.0,52.0,31.0,5.656860933355306,14.672448373371882,12.0,46.0,40.0,21.648,0.0,0.0,2.0,cuelgamures,Zamora
Cuéllar,9620.0,4856.0,4764.0,35.19411071193928,273.34118707356635,3155.0,7485.0,2099.0,25.762,3.4691383428571427,0.3986710957142857,1.0,cuellar,Segovia
Cuenca,53988.0,25588.0,28400.0,59.27035404609147,910.8769614910068,20393.0,44963.0,9935.0,26.994,4.919638736944445,0.699349558888889,4.0,cuenca,Cuenca
Cuenca de Campos,208.0,108.0,100.0,4.345309462144504,47.86770696357896,38.0,129.0,97.0,23.563,0.0,0.0,6.0,cuenca de campos,Valladolid
Cuerva,1277.0,661.0,616.0,34.043849339591205,37.5104468141009,442.0,1000.0,335.0,21.608,0.0,2.16535433,1.0,cuerva,Toledo
Cueva de Ágreda,67.0,42.0,25.0,2.2347177290108924,29.981415160497622,2.0,33.0,39.0,21.77,0.0,0.0,1.0,cueva de agreda,Soria
Cueva del Hierro,35.0,22.0,13.0,1.2410330640538068,28.202310650510213,2.0,16.0,13.0,20.03,0.0,0.0,1.0,cueva del hierro,Cuenca
Cuevas Bajas,1355.0,661.0,694.0,81.93201892566738,16.538100949633872,532.0,1135.0,257.0,18.142,0.0,0.0,1.0,cuevas bajas,Málaga
Cuevas de Almudén,118.0,64.0,54.0,3.2917761443164943,35.84690903229738,48.0,95.0,27.0,27.619,0.0,0.0,1.0,cuevas de almuden,Teruel
Cuevas de Provanco,127.0,73.0,54.0,3.3032416372495748,38.44708136633498,21.0,68.0,67.0,21.867,0.0,0.0,1.0,cuevas de provanco,Segovia
Cuevas de San Clemente,42.0,18.0,24.0,3.1682644649048286,13.25646910642658,1.0,16.0,29.0,21.137,0.0,0.0,2.0,cuevas de san clemente,Burgos
Cuevas de San Marcos,3614.0,1811.0,1803.0,97.9682120745783,36.88951674701221,1328.0,2921.0,750.0,17.169,0.0,0.0,1.0,cuevas de san marcos,Málaga
Cuevas del Almanzora,14623.0,7592.0,7031.0,55.441992910281535,263.7531450873984,5828.0,11662.0,2114.0,20.674,2.7035972857142854,1.5442327342857145,1.0,cuevas del almanzora,Almería
Cuevas del Becerro,1601.0,783.0,818.0,98.2252907610888,16.29926455391287,516.0,1179.0,416.0,18.611,0.0,0.0,1.0,cuevas del becerro,Málaga
Cuevas del Campo,1742.0,877.0,865.0,18.03195260153858,96.60628765469156,555.0,1280.0,494.0,17.294,0.0,0.0,2.0,cuevas del campo,Granada
Cuevas del Valle,514.0,284.0,230.0,26.809800437389672,19.172093473816453,117.0,337.0,154.0,22.531,0.0,3.7037037,1.0,cuevas del valle,Ávila
Cuevas Labradas,137.0,73.0,64.0,3.357048131221012,40.80966213319406,32.0,77.0,54.0,27.619,0.0,0.0,1.0,cuevas labradas,Teruel
Culla,510.0,257.0,253.0,4.401905063689852,115.8589275827084,109.0,285.0,219.0,24.733,0.0,0.0,2.0,culla,Castellón/Castelló
Cúllar,4079.0,2033.0,2046.0,9.540745714384574,427.5347150118565,1379.0,3051.0,1120.0,17.872,0.0,0.0,2.0,cullar,Granada
Cúllar Vega,7719.0,3927.0,3792.0,1809.7504819925127,4.265228868181583,3149.0,6626.0,752.0,26.019,2.4953668875,4.260935425,1.0,cullar vega,Granada
Cullera,22708.0,11428.0,11280.0,422.0953886041156,53.7982660154051,7412.0,17239.0,4679.0,25.763,3.749951828,1.5291795706666669,4.0,cullera,Valencia/València
Culleredo,30758.0,14820.0,15938.0,494.9098380391257,62.14869383454929,10437.0,25202.0,5019.0,30.685,4.1723264095,1.2417375895,2.0,culleredo,"Coruña, A"
Cumbres de Enmedio,53.0,29.0,24.0,3.91116405519088,13.550952926574029,19.0,46.0,11.0,24.412,0.0,0.0,1.0,cumbres de enmedio,Huelva
Cumbres de San Bartolomé,374.0,187.0,187.0,2.586845335675278,144.5776424443133,97.0,248.0,125.0,18.34,0.0,0.0,1.0,cumbres de san bartolome,Huelva
Cumbres Mayores,1734.0,858.0,876.0,14.258927567825044,121.6080235874634,581.0,1394.0,391.0,20.043,0.0,0.0,1.0,cumbres mayores,Huelva
Cunit,14081.0,6956.0,7125.0,1447.5227559996215,9.727653635590707,4110.0,9519.0,2807.0,29.444,6.119442484,6.329601676,2.0,cunit,Tarragona
Cuntis,4643.0,2214.0,2429.0,58.122134881149606,79.88350753966947,1264.0,3262.0,1448.0,22.294,0.69090909,0.0,3.0,cuntis,Pontevedra
Curiel de Duero,118.0,77.0,41.0,6.209041707089349,19.004542982095,25.0,92.0,34.0,18.755,0.0,0.0,6.0,curiel de duero,Valladolid
Curtis,4081.0,2048.0,2033.0,34.97145799898818,116.6951632419236,1148.0,2908.0,1050.0,24.191,1.9502401833333332,2.0045712866666663,1.0,curtis,"Coruña, A"
Cútar,602.0,313.0,289.0,30.99824357815804,19.42045517779533,158.0,427.0,187.0,18.142,0.0,0.0,1.0,cutar,Málaga
Cuzcurrita de Río Tirón,522.0,274.0,248.0,27.205476618533,19.187313176656552,122.0,355.0,133.0,26.786,0.0,0.0,1.0,cuzcurrita de rio tiron,"Rioja, La"
Daganzo de Arriba,10520.0,5242.0,5278.0,242.1799704024388,43.43876986407487,4397.0,9385.0,676.0,38.494,8.337017595,7.25306393,2.0,daganzo de arriba,Madrid
Daimiel,17771.0,8913.0,8858.0,40.5673423343231,438.0617259456103,6843.0,14522.0,3529.0,24.047,2.8193142816666668,0.3345069841666666,6.0,daimiel,Ciudad Real
Daimús,3277.0,1623.0,1654.0,1043.494050990519,3.140410812011207,1094.0,2564.0,564.0,28.553,5.121930450000001,5.39324797,1.0,daimus,Valencia/València
Dalías,4102.0,2031.0,2071.0,29.14845116144039,140.7278890147828,1542.0,3260.0,771.0,20.813,2.215189875,0.0,1.0,dalias,Almería
Darnius,540.0,274.0,266.0,15.47589722096373,34.89296887217067,153.0,411.0,146.0,30.929,0.0,2.84810127,1.0,darnius,Girona
Daroca,1914.0,930.0,984.0,36.77499331317084,52.04623652003514,626.0,1427.0,569.0,24.771,4.533563665,0.0,1.0,daroca,Zaragoza
Daroca de Rioja,62.0,40.0,22.0,5.488138645332788,11.297090690798402,7.0,32.0,15.0,26.786,0.0,0.0,1.0,daroca de rioja,"Rioja, La"
Darro,1636.0,832.0,804.0,32.493203474761394,50.34899071341914,763.0,1337.0,246.0,15.882,0.0,0.0,1.0,darro,Granada
Das,248.0,129.0,119.0,16.68972353643671,14.859443265106863,79.0,189.0,38.0,36.835,0.0,5.1325704,1.0,das,Girona
Daya Nueva,1757.0,856.0,901.0,247.69544861853328,7.093388311328609,593.0,1280.0,438.0,21.884,0.0,4.49687049,1.0,daya nueva,Alicante/Alacant
Daya Vieja,707.0,352.0,355.0,224.9895878695274,3.14236763885266,123.0,429.0,256.0,23.829,0.0,0.0,1.0,daya vieja,Alicante/Alacant
Deba,5441.0,2696.0,2745.0,107.43712916508134,50.64357212709668,1839.0,4255.0,1202.0,18.355,0.0,0.0,2.0,deba,Gipuzkoa
Degaña,852.0,433.0,419.0,9.77433638918858,87.16704296594493,281.0,721.0,228.0,21.548,0.0,0.0,2.0,degana,Asturias
Dehesa de Montejo,127.0,74.0,53.0,2.900650405949728,43.78328382472475,17.0,86.0,50.0,22.636,0.0,0.0,2.0,dehesa de montejo,Palencia
Dehesa de Romanos,56.0,33.0,23.0,2.673543437647566,20.945984722535137,18.0,33.0,9.0,22.636,0.0,0.0,2.0,dehesa de romanos,Palencia
Dehesa de San Felices,3780.0,1850.0,1930.0,48.33043973572708,0.3864718518330404,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,1.0,dehesa de san felices,
Dehesa de Santiago,3780.0,1850.0,1930.0,48.33043973572708,8.331158130402514,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,1.0,dehesa de santiago,
Dehesas de Guadix,412.0,199.0,213.0,7.233842623634424,56.95451524669791,136.0,300.0,120.0,17.123,0.0,0.0,2.0,dehesas de guadix,Granada
Dehesas Viejas,685.0,356.0,329.0,49.62849886125648,13.80255328526085,261.0,569.0,154.0,20.326,0.0,0.0,1.0,dehesas viejas,Granada
Deià,674.0,327.0,347.0,44.49562341005387,15.147557183066874,214.0,499.0,121.0,36.33,0.0,6.4516129,1.0,deia,"Balears, Illes"
Deifontes,2625.0,1329.0,1296.0,64.84057841670138,40.4839078259034,1057.0,2131.0,485.0,18.446,0.0,0.0,2.0,deifontes,Granada
Deleitosa,684.0,352.0,332.0,4.743054686337519,144.21086098169565,168.0,469.0,259.0,17.831,0.0,0.0,1.0,deleitosa,Cáceres
Deltebre,11539.0,5801.0,5738.0,108.49875927293914,106.35144657251358,4004.0,8992.0,2513.0,24.87,4.3061193483333335,3.863743718333333,1.0,deltebre,Tarragona
Dénia,42953.0,20826.0,22127.0,647.4314824058979,66.3436999393107,14720.0,34145.0,7588.0,28.14,5.7804337825,2.7166519179166664,1.0,denia,Alicante/Alacant
